ds,the_magic_carpets_of_aladdin,a_pirates_adventure_treasures_of_the_seven_seas,astro_orbiter,dumbo_the_flying_elephant,date
10/11/2019 14:20,19.502364,-0.041620782,31.88751138,29.1335317,10/11/2019
10/11/2019 15:20,17.76018857,-0.036252828,30.44502683,27.82320258,10/11/2019
10/11/2019 16:20,18.38990046,-0.037003885,30.60004543,27.37482557,10/11/2019
10/11/2019 17:20,19.97671076,-0.043861164,31.31024416,26.83898799,10/11/2019
10/11/2019 18:20,20.09485749,-0.053085478,31.24958318,24.76473524,10/11/2019
10/11/2019 19:20,17.43365456,-0.060065563,29.73936538,20.69498338,10/11/2019
10/11/2019 20:20,12.65284681,-0.062611333,26.77574126,15.51362737,10/11/2019
10/11/2019 21:20,7.481724357,-0.061969633,22.56920307,10.54455714,10/11/2019
10/12/2019 8:20,-0.943788839,-0.062787631,11.21461083,4.262765631,10/12/2019
10/12/2019 9:20,6.135056574,-0.062267525,20.54156212,12.08392808,10/12/2019
10/12/2019 10:20,15.37237448,-0.06294249,30.38501602,22.2495622,10/12/2019
10/12/2019 11:20,23.10181349,-0.063228705,37.17520308,31.27391265,10/12/2019
10/12/2019 12:20,26.39262163,-0.060439307,39.19876143,36.34715219,10/12/2019
10/12/2019 13:20,25.16152175,-0.053367663,37.48919362,37.13073131,10/12/2019
10/12/2019 14:20,22.04047242,-0.04411558,34.69556903,35.56105083,10/12/2019
10/12/2019 15:20,20.12598281,-0.037185237,33.0209621,33.95857885,10/12/2019
10/12/2019 16:20,20.55590756,-0.036267101,32.91834088,33.16103322,10/12/2019
10/12/2019 17:20,21.91780712,-0.041364759,33.34811126,32.22256983,10/12/2019
10/12/2019 18:20,21.78856329,-0.048756842,32.9872049,29.6963918,10/12/2019
10/12/2019 19:20,18.86039597,-0.053851142,31.16010366,25.13011389,10/12/2019
10/12/2019 20:20,13.79618289,-0.05447765,27.86630722,19.41281614,10/12/2019
10/12/2019 21:20,8.328535829,-0.05190409,23.31978776,13.87399962,10/12/2019
10/13/2019 8:20,-3.212241804,-0.03666158,8.58052706,0.91361888,10/13/2019
10/13/2019 9:20,3.682738262,-0.035637424,17.71298066,8.25476255,10/13/2019
10/13/2019 10:20,12.76426121,-0.036027408,27.39097344,17.98549509,10/13/2019
10/13/2019 11:20,20.36762356,-0.036254653,34.04602105,26.62408299,10/13/2019
10/13/2019 12:20,23.56335714,-0.033636871,35.96568697,31.36413133,10/13/2019
10/13/2019 13:20,22.26909021,-0.026969569,34.18403165,31.86989675,10/13/2019
10/13/2019 14:20,19.11729881,-0.018354215,31.3503117,30.07993117,10/13/2019
10/13/2019 15:20,17.20461687,-0.012290157,29.66741951,28.31617779,10/13/2019
10/13/2019 16:20,17.66863122,-0.012462555,29.58777759,27.41714093,10/13/2019
10/13/2019 17:20,19.09624691,-0.018867261,30.07089305,26.43706996,10/13/2019
10/13/2019 18:20,19.06331244,-0.027772812,29.79245994,23.92857256,10/13/2019
10/13/2019 19:20,16.26065093,-0.03457465,28.07540231,19.43799152,10/13/2019
10/13/2019 20:20,11.34939867,-0.037088293,24.91736404,13.8524789,10/13/2019
10/13/2019 21:20,6.060104426,-0.036565014,20.53018942,8.498980089,10/13/2019
10/14/2019 8:20,-2.658707377,-0.048583104,8.317713207,-0.110408148,10/14/2019
10/14/2019 9:20,4.486734103,-0.049857376,17.67327976,7.697318082,10/14/2019
10/14/2019 10:20,13.80384541,-0.052416916,27.56120936,17.88167476,10/14/2019
10/14/2019 11:20,21.62519474,-0.054665283,34.41077727,26.95558348,10/14/2019
10/14/2019 12:20,25.01883063,-0.053902264,36.50755431,32.10761716,10/14/2019
10/14/2019 13:20,23.90017321,-0.048907274,34.8838789,32.99737293,10/14/2019
10/14/2019 14:20,20.89979202,-0.041767694,32.18757548,31.55917051,10/14/2019
10/14/2019 15:20,19.11273862,-0.036970939,30.62040937,30.11119726,10/14/2019
10/14/2019 16:20,19.67536006,-0.038192509,30.63399241,29.48872056,10/14/2019
10/14/2019 17:20,21.17367804,-0.045420972,31.18734446,28.74330761,10/14/2019
10/14/2019 18:20,21.18302363,-0.054920022,30.95599853,26.42546711,10/14/2019
10/14/2019 19:20,18.39407303,-0.062082737,29.26304231,22.08004699,10/14/2019
10/14/2019 20:20,13.46818619,-0.064724761,26.10660228,16.59332159,10/14/2019
10/14/2019 21:20,8.136501208,-0.06409997,21.69931437,11.29198087,10/14/2019
10/15/2019 8:20,-2.395294854,-0.062773094,8.309363628,0.681903208,10/15/2019
10/15/2019 9:20,4.528578831,-0.06214803,17.52956315,8.162490292,10/15/2019
10/15/2019 10:20,13.62765173,-0.062781772,27.28822709,18.01521335,10/15/2019
10/15/2019 11:20,21.23755208,-0.063099581,34.01700145,26.75804156,10/15/2019
10/15/2019 12:20,24.42928506,-0.060422589,36.00368741,31.58453756,10/15/2019
10/15/2019 13:20,23.12108524,-0.053550957,34.28268221,32.15916308,10/15/2019
10/15/2019 14:20,19.94615765,-0.044591969,31.50366867,30.42091202,10/15/2019
10/15/2019 15:20,18.00197598,-0.038051877,29.87004404,28.69239298,10/15/2019
10/15/2019 16:20,18.42706439,-0.037623744,29.83480256,27.81298274,10/15/2019
10/15/2019 17:20,19.8093483,-0.043312225,30.35807744,26.83799144,10/15/2019
10/15/2019 18:20,19.72576433,-0.051395459,30.11622997,24.32125475,10/15/2019
10/15/2019 19:20,16.86827507,-0.057279171,28.43287901,19.81048773,10/15/2019
10/15/2019 20:20,11.89919099,-0.058789729,25.30637701,14.19433435,10/15/2019
10/15/2019 21:20,6.550252447,-0.057189697,20.94927672,8.801325892,10/15/2019
10/16/2019 8:20,-2.635892248,-0.055803225,9.135631722,-0.360722254,10/16/2019
10/16/2019 9:20,4.50529739,-0.055991935,18.54230038,7.422860385,10/16/2019
10/16/2019 10:20,13.82635533,-0.057525093,28.48387663,17.59163577,10/16/2019
10/16/2019 11:20,21.65980422,-0.058811944,35.38930124,26.65888436,10/16/2019
10/16/2019 12:20,25.07350589,-0.057156995,37.54371353,31.81333556,10/16/2019
10/16/2019 13:20,23.98255515,-0.051343395,35.97892875,32.71453946,10/16/2019
10/16/2019 14:20,21.01706211,-0.043461268,33.34216348,31.29656737,10/16/2019
10/16/2019 15:20,19.27149129,-0.037999783,31.83449887,29.87716193,10/16/2019
10/16/2019 16:20,19.8814832,-0.038635229,31.90679592,29.29095776,10/16/2019
10/16/2019 17:20,21.43224346,-0.045356018,32.51726791,28.58871226,10/16/2019
10/16/2019 18:20,21.49818896,-0.05442479,32.34059746,26.31996118,10/16/2019
10/16/2019 19:20,18.76899647,-0.061232719,30.69899087,22.0284327,10/16/2019
10/16/2019 20:20,13.90495533,-0.063592751,27.58967573,16.59915329,10/16/2019
10/16/2019 21:20,8.636077072,-0.062755339,23.22438574,11.35745766,10/16/2019
10/17/2019 8:20,-1.469851466,-0.062212502,9.739140227,1.126099001,10/17/2019
10/17/2019 9:20,5.442751218,-0.061791448,18.88722912,8.581225048,10/17/2019
10/17/2019 10:20,14.51925662,-0.062627048,28.56274704,18.39444745,10/17/2019
10/17/2019 11:20,22.09505048,-0.063140019,35.19769526,27.08341348,10/17/2019
10/17/2019 12:20,25.24104719,-0.06064745,37.08037125,31.84158512,10/17/2019
10/17/2019 13:20,23.87554598,-0.053945995,35.24580777,32.33355277,10/17/2019
10/17/2019 14:20,20.63197358,-0.045140015,32.3444589,30.49867331,10/17/2019
10/17/2019 15:20,18.60818212,-0.038733436,30.5806234,28.66015426,10/17/2019
10/17/2019 16:20,18.94322847,-0.038417608,30.40832006,27.65820571,10/17/2019
10/17/2019 17:20,20.22572055,-0.0441961,30.78882066,26.5492005,10/17/2019
10/17/2019 18:20,20.03342074,-0.052346573,30.39972859,23.88825822,10/17/2019
10/17/2019 19:20,17.05925236,-0.058274875,28.56599605,19.22458762,10/17/2019
10/17/2019 20:20,11.96661119,-0.059808068,25.2873866,13.44852161,10/17/2019
10/17/2019 21:20,6.488435636,-0.058209954,20.77792712,7.890458111,10/17/2019
10/18/2019 8:20,-4.085162407,-0.056208337,7.705526728,-2.786337127,10/18/2019
10/18/2019 9:20,2.971395966,-0.056365792,17.07140473,4.947084366,10/18/2019
10/18/2019 10:20,12.22050174,-0.05788488,26.98901867,15.08927892,10/18/2019
10/18/2019 11:20,19.9956744,-0.059176945,33.88787957,24.15504876,10/18/2019
10/18/2019 12:20,23.36563101,-0.057548137,36.05352427,29.33440671,10/18/2019
10/18/2019 13:20,22.24616805,-0.051782742,34.5179855,30.28792661,10/18/2019
10/18/2019 14:20,19.2679336,-0.043971476,31.92851173,28.95042501,10/18/2019
10/18/2019 15:20,17.52575817,-0.038603522,30.48602719,27.64009589,10/18/2019
10/18/2019 16:20,18.15547006,-0.03935458,30.64104578,27.19171888,10/18/2019
10/18/2019 17:20,19.74228036,-0.046211858,31.35124451,26.65588131,10/18/2019
10/18/2019 18:20,19.86042709,-0.055436172,31.29058354,24.58162855,10/18/2019
10/18/2019 19:20,17.19922416,-0.062416257,29.78036573,20.51187669,10/18/2019
10/18/2019 20:20,12.41841641,-0.064962027,26.81674161,15.33052069,10/18/2019
10/18/2019 21:20,7.247293956,-0.064320328,22.61020342,10.36145045,10/18/2019
10/19/2019 8:20,-1.17821924,-0.065138325,11.25561119,4.079658944,10/19/2019
10/19/2019 9:20,5.900626173,-0.064618219,20.58256248,11.90082139,10/19/2019
10/19/2019 10:20,15.13794408,-0.065293184,30.42601637,22.06645552,10/19/2019
10/19/2019 11:20,22.86738309,-0.065579399,37.21620343,31.09080597,10/19/2019
10/19/2019 12:20,26.15819123,-0.062790001,39.23976178,36.1640455,10/19/2019
10/19/2019 13:20,24.92709135,-0.055718357,37.53019397,36.94762463,10/19/2019
10/19/2019 14:20,21.80604202,-0.046466274,34.73656938,35.37794415,10/19/2019
10/19/2019 15:20,19.89155241,-0.039535932,33.06196245,33.77547216,10/19/2019
10/19/2019 16:20,20.32147716,-0.038617795,32.95934123,32.97792653,10/19/2019
10/19/2019 17:20,21.68337672,-0.043715453,33.38911162,32.03946315,10/19/2019
10/19/2019 18:20,21.55413289,-0.051107537,33.02820525,29.51328512,10/19/2019
10/19/2019 19:20,18.62596557,-0.056201836,31.20110402,24.94700721,10/19/2019
10/19/2019 20:20,13.56175249,-0.056828344,27.90730757,19.22970945,10/19/2019
10/19/2019 21:20,8.094105428,-0.054254784,23.36078812,13.69089293,10/19/2019
10/20/2019 8:20,-3.446672204,-0.039012275,8.621527414,0.730512193,10/20/2019
10/20/2019 9:20,3.448307862,-0.037988118,17.75398102,8.071655864,10/20/2019
10/20/2019 10:20,12.52983081,-0.038378102,27.43197379,17.8023884,10/20/2019
10/20/2019 11:20,20.13319316,-0.038605347,34.08702141,26.44097631,10/20/2019
10/20/2019 12:20,23.32892674,-0.035987565,36.00668733,31.18102465,10/20/2019
10/20/2019 13:20,22.03465981,-0.029320263,34.22503201,31.68679007,10/20/2019
10/20/2019 14:20,18.88286841,-0.020704909,31.39131205,29.89682448,10/20/2019
10/20/2019 15:20,16.97018647,-0.014640852,29.70841987,28.13307111,10/20/2019
10/20/2019 16:20,17.43420082,-0.014813249,29.62877795,27.23403424,10/20/2019
10/20/2019 17:20,18.86181651,-0.021217955,30.1118934,26.25396327,10/20/2019
10/20/2019 18:20,18.82888204,-0.030123506,29.8334603,23.74546587,10/20/2019
10/20/2019 19:20,16.02622053,-0.036925344,28.11640267,19.25488484,10/20/2019
10/20/2019 20:20,11.11496827,-0.039438987,24.95836439,13.66937221,10/20/2019
10/20/2019 21:20,5.825674025,-0.038915708,20.57118978,8.315873402,10/20/2019
10/21/2019 8:20,-2.893137777,-0.050933798,8.358713561,-0.293514835,10/21/2019
10/21/2019 9:20,4.252303703,-0.05220807,17.71428012,7.514211395,10/21/2019
10/21/2019 10:20,13.56941501,-0.05476761,27.60220972,17.69856807,10/21/2019
10/21/2019 11:20,21.39076434,-0.057015977,34.45177762,26.77247679,10/21/2019
10/21/2019 12:20,24.78440023,-0.056252958,36.54855466,31.92451047,10/21/2019
10/21/2019 13:20,23.66574281,-0.051257968,34.92487926,32.81426624,10/21/2019
10/21/2019 14:20,20.66536162,-0.044118388,32.22857583,31.37606383,10/21/2019
10/21/2019 15:20,18.87830822,-0.039321633,30.66140973,29.92809057,10/21/2019
10/21/2019 16:20,19.44092966,-0.040543203,30.67499277,29.30561388,10/21/2019
10/21/2019 17:20,20.93924764,-0.047771666,31.22834481,28.56020093,10/21/2019
10/21/2019 18:20,20.94859323,-0.057270716,30.99699888,26.24236042,10/21/2019
10/21/2019 19:20,18.15964263,-0.064433431,29.30404267,21.8969403,10/21/2019
10/21/2019 20:20,13.23375579,-0.067075455,26.14760264,16.41021491,10/21/2019
10/21/2019 21:20,7.902070808,-0.066450664,21.74031473,11.10887418,10/21/2019
10/22/2019 8:20,-2.629725254,-0.065123789,8.350363982,0.498796521,10/22/2019
10/22/2019 9:20,4.294148431,-0.064498725,17.5705635,7.979383605,10/22/2019
10/22/2019 10:20,13.39322132,-0.065132467,27.32922744,17.83210666,10/22/2019
10/22/2019 11:20,21.00312168,-0.065450275,34.0580018,26.57493487,10/22/2019
10/22/2019 12:20,24.19485465,-0.062773284,36.04468777,31.40143088,10/22/2019
10/22/2019 13:20,22.88665484,-0.055901651,34.32368257,31.9760564,10/22/2019
10/22/2019 14:20,19.71172725,-0.046942663,31.54466903,30.23780533,10/22/2019
10/22/2019 15:20,17.76754558,-0.040402572,29.91104439,28.50928629,10/22/2019
10/22/2019 16:20,18.19263399,-0.039974438,29.87580292,27.62987605,10/22/2019
10/22/2019 17:20,19.5749179,-0.045662919,30.39907779,26.65488476,10/22/2019
10/22/2019 18:20,19.49133393,-0.053746153,30.15723032,24.13814807,10/22/2019
10/22/2019 19:20,16.63384467,-0.059629866,28.47387937,19.62738104,10/22/2019
10/22/2019 20:20,11.66476059,-0.061140423,25.34737736,14.01122766,10/22/2019
10/22/2019 21:20,6.315822047,-0.059540392,20.99027707,8.618219205,10/22/2019
10/23/2019 8:20,-2.870322648,-0.058153919,9.176632076,-0.54382894,10/23/2019
10/23/2019 9:20,4.27086699,-0.058342629,18.58330073,7.239753699,10/23/2019
10/23/2019 10:20,13.59192493,-0.059875787,28.52487698,17.40852909,10/23/2019
10/23/2019 11:20,21.42537382,-0.061162638,35.4303016,26.47577768,10/23/2019
10/23/2019 12:20,24.83907549,-0.059507689,37.58471388,31.63022887,10/23/2019
10/23/2019 13:20,23.74812475,-0.053694089,36.01992911,32.53143278,10/23/2019
10/23/2019 14:20,20.78263171,-0.045811962,33.38316384,31.11346068,10/23/2019
10/23/2019 15:20,19.03706089,-0.040350477,31.87549923,29.69405525,10/23/2019
10/23/2019 16:20,19.6470528,-0.040985923,31.94779628,29.10785107,10/23/2019
10/23/2019 17:20,21.19781306,-0.047706712,32.55826827,28.40560557,10/23/2019
10/23/2019 18:20,21.26375856,-0.056775484,32.38159782,26.13685449,10/23/2019
10/23/2019 19:20,18.53456607,-0.063583413,30.73999122,21.84532601,10/23/2019
10/23/2019 20:20,13.67052493,-0.065943445,27.63067609,16.4160466,10/23/2019
10/23/2019 21:20,8.401646672,-0.065106033,23.26538609,11.17435097,10/23/2019
10/24/2019 8:20,-1.704281866,-0.064563196,9.780140581,0.942992314,10/24/2019
10/24/2019 9:20,5.208320818,-0.064142142,18.92822947,8.398118362,10/24/2019
10/24/2019 10:20,14.28482621,-0.064977743,28.6037474,18.21134077,10/24/2019
10/24/2019 11:20,21.86062008,-0.065490713,35.23869562,26.90030679,10/24/2019
10/24/2019 12:20,25.00661679,-0.062998144,37.1213716,31.65847843,10/24/2019
10/24/2019 13:20,23.64111558,-0.05629669,35.28680813,32.15044608,10/24/2019
10/24/2019 14:20,20.39754318,-0.047490709,32.38545926,30.31556662,10/24/2019
10/24/2019 15:20,18.37375172,-0.04108413,30.62162376,28.47704758,10/24/2019
10/24/2019 16:20,18.70879807,-0.040768302,30.44932041,27.47509902,10/24/2019
10/24/2019 17:20,19.99129015,-0.046546794,30.82982102,26.36609381,10/24/2019
10/24/2019 18:20,19.79899034,-0.054697267,30.44072894,23.70515153,10/24/2019
10/24/2019 19:20,16.82482196,-0.060625569,28.6069964,19.04148093,10/24/2019
10/24/2019 20:20,11.73218079,-0.062158762,25.32838696,13.26541493,10/24/2019
10/24/2019 21:20,6.254005236,-0.060560648,20.81892748,7.707351424,10/24/2019
10/25/2019 8:20,-4.319592808,-0.058559031,7.746527082,-2.969443813,10/25/2019
10/25/2019 9:20,2.736965566,-0.058716486,17.11240509,4.76397768,10/25/2019
10/25/2019 10:20,11.98607134,-0.060235574,27.03001902,14.90617224,10/25/2019
10/25/2019 11:20,19.761244,-0.06152764,33.92887992,23.97194207,10/25/2019
10/25/2019 12:20,23.13120061,-0.059898832,36.09452463,29.15130003,10/25/2019
10/25/2019 13:20,22.01173765,-0.054133437,34.55898585,30.10481992,10/25/2019
10/25/2019 14:20,19.0335032,-0.04632217,31.96951209,28.76731833,10/25/2019
10/25/2019 15:20,17.29132777,-0.040954216,30.52702754,27.45698921,10/25/2019
10/25/2019 16:20,17.92103966,-0.041705274,30.68204614,27.00861219,10/25/2019
10/25/2019 17:20,19.50784995,-0.048562552,31.39224487,26.47277462,10/25/2019
10/25/2019 18:20,19.62599669,-0.057786866,31.33158389,24.39852186,10/25/2019
10/25/2019 19:20,16.96479376,-0.064766951,29.82136609,20.32877001,10/25/2019
10/25/2019 20:20,12.18398601,-0.067312721,26.85774197,15.147414,10/25/2019
10/25/2019 21:20,7.012863556,-0.066671022,22.65120378,10.17834377,10/25/2019
10/26/2019 8:20,-1.41264964,-0.067489019,11.29661154,3.896552258,10/26/2019
10/26/2019 9:20,5.666195773,-0.066968913,20.62356283,11.71771471,10/26/2019
10/26/2019 10:20,14.90351368,-0.067643878,30.46701673,21.88334883,10/26/2019
10/26/2019 11:20,22.63295269,-0.067930093,37.25720379,30.90769928,10/26/2019
10/26/2019 12:20,25.92376083,-0.065140695,39.28076213,35.98093882,10/26/2019
10/26/2019 13:20,24.69266095,-0.058069051,37.57119433,36.76451794,10/26/2019
10/26/2019 14:20,21.57161162,-0.048816968,34.77756974,35.19483746,10/26/2019
10/26/2019 15:20,19.65712201,-0.041886626,33.10296281,33.59236548,10/26/2019
10/26/2019 16:20,20.08704676,-0.040968489,33.00034159,32.79481984,10/26/2019
10/26/2019 17:20,21.44894632,-0.046066147,33.43011197,31.85635646,10/26/2019
10/26/2019 18:20,21.31970249,-0.053458231,33.06920561,29.33017843,10/26/2019
10/26/2019 19:20,18.39153517,-0.05855253,31.24210437,24.76390052,10/26/2019
10/26/2019 20:20,13.32732209,-0.059179038,27.94830793,19.04660277,10/26/2019
10/26/2019 21:20,7.859675028,-0.056605478,23.40178847,13.50778625,10/26/2019
10/27/2019 8:20,-3.681102605,-0.041362969,8.662527768,0.547405507,10/27/2019
10/27/2019 9:20,3.213877462,-0.040338813,17.79498137,7.888549178,10/27/2019
10/27/2019 10:20,12.29540041,-0.040728796,27.47297415,17.61928172,10/27/2019
10/27/2019 11:20,19.89876276,-0.040956041,34.12802176,26.25786962,10/27/2019
10/27/2019 12:20,23.09449634,-0.038338259,36.04768768,30.99791796,10/27/2019
10/27/2019 13:20,21.80022941,-0.031670957,34.26603236,31.50368338,10/27/2019
10/27/2019 14:20,18.64843801,-0.023055603,31.43231241,29.7137178,10/27/2019
10/27/2019 15:20,16.73575606,-0.016991546,29.74942022,27.94996442,10/27/2019
10/27/2019 16:20,17.19977042,-0.017163943,29.6697783,27.05092756,10/27/2019
10/27/2019 17:20,18.62738611,-0.023568649,30.15289376,26.07085659,10/27/2019
10/27/2019 18:20,18.59445164,-0.0324742,29.87446065,23.56235918,10/27/2019
10/27/2019 19:20,15.79179013,-0.039276039,28.15740302,19.07177815,10/27/2019
10/27/2019 20:20,10.88053787,-0.041789681,24.99936475,13.48626552,10/27/2019
10/27/2019 21:20,5.591243625,-0.041266402,20.61219013,8.132766716,10/27/2019
10/28/2019 8:20,-3.127568178,-0.053284492,8.399713915,-0.476621521,10/28/2019
10/28/2019 9:20,4.017873302,-0.054558765,17.75528047,7.331104709,10/28/2019
10/28/2019 10:20,13.33498461,-0.057118304,27.64321007,17.51546139,10/28/2019
10/28/2019 11:20,21.15633394,-0.059366671,34.49277798,26.5893701,10/28/2019
10/28/2019 12:20,24.54996982,-0.058603652,36.58955502,31.74140378,10/28/2019
10/28/2019 13:20,23.43131241,-0.053608662,34.96587961,32.63115955,10/28/2019
10/28/2019 14:20,20.43093122,-0.046469083,32.26957619,31.19295714,10/28/2019
10/28/2019 15:20,18.64387782,-0.041672327,30.70241008,29.74498389,10/28/2019
10/28/2019 16:20,19.20649926,-0.042893897,30.71599312,29.12250719,10/28/2019
10/28/2019 17:20,20.70481724,-0.050122361,31.26934517,28.37709424,10/28/2019
10/28/2019 18:20,20.71416283,-0.05962141,31.03799924,26.05925373,10/28/2019
10/28/2019 19:20,17.92521223,-0.066784125,29.34504302,21.71383362,10/28/2019
10/28/2019 20:20,12.99932539,-0.069426149,26.18860299,16.22710822,10/28/2019
10/28/2019 21:20,7.667640408,-0.068801358,21.78131508,10.92576749,10/28/2019
10/29/2019 8:20,-2.864155655,-0.067474483,8.391364336,0.315689835,10/29/2019
10/29/2019 9:20,4.05971803,-0.066849419,17.61156385,7.796276919,10/29/2019
10/29/2019 10:20,13.15879092,-0.067483161,27.3702278,17.64899997,10/29/2019
10/29/2019 11:20,20.76869128,-0.067800969,34.09900216,26.39182818,10/29/2019
10/29/2019 12:20,23.96042425,-0.065123978,36.08568812,31.21832419,10/29/2019
10/29/2019 13:20,22.65222444,-0.058252345,34.36468292,31.79294971,10/29/2019
10/29/2019 14:20,19.47729685,-0.049293357,31.58566938,30.05469865,10/29/2019
10/29/2019 15:20,17.53311518,-0.042753266,29.95204475,28.3261796,10/29/2019
10/29/2019 16:20,17.95820359,-0.042325132,29.91680327,27.44676937,10/29/2019
10/29/2019 17:20,19.3404875,-0.048013614,30.44007814,26.47177807,10/29/2019
10/29/2019 18:20,19.25690353,-0.056096847,30.19823068,23.95504138,10/29/2019
10/29/2019 19:20,16.39941427,-0.06198056,28.51487972,19.44427435,10/29/2019
10/29/2019 20:20,11.43033019,-0.063491117,25.38837771,13.82812098,10/29/2019
10/29/2019 21:20,6.081391647,-0.061891086,21.03127743,8.435112519,10/29/2019
10/30/2019 8:20,-3.104753049,-0.060504613,9.21763243,-0.726935627,10/30/2019
10/30/2019 9:20,4.03643659,-0.060693323,18.62430109,7.056647012,10/30/2019
10/30/2019 10:20,13.35749453,-0.062226481,28.56587734,17.2254224,10/30/2019
10/30/2019 11:20,21.19094342,-0.063513332,35.47130195,26.29267099,10/30/2019
10/30/2019 12:20,24.60464509,-0.061858383,37.62571424,31.44712218,10/30/2019
10/30/2019 13:20,23.51369435,-0.056044784,36.06092946,32.34832609,10/30/2019
10/30/2019 14:20,20.54820131,-0.048162656,33.42416419,30.930354,10/30/2019
10/30/2019 15:20,18.80263049,-0.042701172,31.91649958,29.51094856,10/30/2019
10/30/2019 16:20,19.4126224,-0.043336617,31.98879663,28.92474439,10/30/2019
10/30/2019 17:20,20.96338266,-0.050057406,32.59926862,28.22249889,10/30/2019
10/30/2019 18:20,21.02932816,-0.059126178,32.42259817,25.9537478,10/30/2019
10/30/2019 19:20,18.30013566,-0.065934107,30.78099158,21.66221933,10/30/2019
10/30/2019 20:20,13.43609453,-0.068294139,27.67167644,16.23293992,10/30/2019
10/30/2019 21:20,8.167216272,-0.067456727,23.30638644,10.99124429,10/30/2019
10/31/2019 8:20,-1.938712266,-0.06691389,9.821140936,0.759885628,10/31/2019
10/31/2019 9:20,4.973890417,-0.066492837,18.96922983,8.215011675,10/31/2019
10/31/2019 10:20,14.05039581,-0.067328437,28.64474775,18.02823408,10/31/2019
10/31/2019 11:20,21.62618968,-0.067841408,35.27969597,26.71720011,10/31/2019
10/31/2019 12:20,24.77218639,-0.065348838,37.16237196,31.47537174,10/31/2019
10/31/2019 13:20,23.40668518,-0.058647384,35.32780848,31.9673394,10/31/2019
10/31/2019 14:20,20.16311278,-0.049841403,32.42645961,30.13245993,10/31/2019
10/31/2019 15:20,18.13932132,-0.043434824,30.66262411,28.29394089,10/31/2019
10/31/2019 16:20,18.47436767,-0.043118997,30.49032076,27.29199233,10/31/2019
10/31/2019 17:20,19.75685975,-0.048897488,30.87082137,26.18298713,10/31/2019
10/31/2019 18:20,19.56455994,-0.057047961,30.4817293,23.52204485,10/31/2019
10/31/2019 19:20,16.59039156,-0.062976263,28.64799676,18.85837425,10/31/2019
10/31/2019 20:20,11.49775039,-0.064509456,25.36938731,13.08230824,10/31/2019
10/31/2019 21:20,6.019574835,-0.062911343,20.85992783,7.524244738,10/31/2019
11/1/2019 8:20,-4.554023208,-0.060909725,7.787527436,-3.1525505,11/1/2019
11/1/2019 9:20,2.502535165,-0.06106718,17.15340544,4.580870993,11/1/2019
11/1/2019 10:20,11.75164094,-0.062586269,27.07101937,14.72306555,11/1/2019
11/1/2019 11:20,19.5268136,-0.063878334,33.96988027,23.78883538,11/1/2019
11/1/2019 12:20,22.89677021,-0.062249526,36.13552498,28.96819334,11/1/2019
11/1/2019 13:20,21.77730725,-0.056484131,34.59998621,29.92171323,11/1/2019
11/1/2019 14:20,18.7990728,-0.048672865,32.01051244,28.58421164,11/1/2019
11/1/2019 15:20,17.05689737,-0.043304911,30.56802789,27.27388252,11/1/2019
11/1/2019 16:20,17.68660926,-0.044055968,30.72304649,26.82550551,11/1/2019
11/1/2019 17:20,19.27341955,-0.050913246,31.43324522,26.28966793,11/1/2019
11/1/2019 18:20,19.39156629,-0.06013756,31.37258425,24.21541518,11/1/2019
11/1/2019 19:20,16.73036336,-0.067117646,29.86236644,20.14566332,11/1/2019
11/1/2019 20:20,11.94955561,-0.069663415,26.89874232,14.96430731,11/1/2019
11/1/2019 21:20,6.778433156,-0.069021716,22.69220413,9.995237081,11/1/2019
11/2/2019 8:20,-1.64708004,-0.069839713,11.33761189,3.713445571,11/2/2019
11/2/2019 9:20,5.431765373,-0.069319607,20.66456319,11.53460802,11/2/2019
11/2/2019 10:20,14.66908328,-0.069994572,30.50801708,21.70024215,11/2/2019
11/2/2019 11:20,22.39852229,-0.070280788,37.29820414,30.72459259,11/2/2019
11/2/2019 12:20,25.68933043,-0.06749139,39.32176249,35.79783213,11/2/2019
11/2/2019 13:20,24.45823055,-0.060419745,37.61219468,36.58141125,11/2/2019
11/2/2019 14:20,21.33718122,-0.051167662,34.81857009,35.01173077,11/2/2019
11/2/2019 15:20,19.42269161,-0.04423732,33.14396316,33.40925879,11/2/2019
11/2/2019 16:20,19.85261636,-0.043319183,33.04134194,32.61171316,11/2/2019
11/2/2019 17:20,21.21451592,-0.048416841,33.47111233,31.67324977,11/2/2019
11/2/2019 18:20,21.08527209,-0.055808925,33.11020596,29.14707174,11/2/2019
11/2/2019 19:20,18.15710477,-0.060903225,31.28310473,24.58079384,11/2/2019
11/2/2019 20:20,13.09289169,-0.061529733,27.98930828,18.86349608,11/2/2019
11/2/2019 21:20,7.625244628,-0.058956172,23.44278883,13.32467956,11/2/2019
11/3/2019 8:20,-3.915533005,-0.043713663,8.703528122,0.36429882,11/3/2019
11/3/2019 9:20,2.979447061,-0.042689507,17.83598173,7.705442491,11/3/2019
11/3/2019 10:20,12.06097001,-0.04307949,27.5139745,17.43617503,11/3/2019
11/3/2019 11:20,19.66433236,-0.043306735,34.16902212,26.07476293,11/3/2019
11/3/2019 12:20,22.86006594,-0.040688953,36.08868804,30.81481127,11/3/2019
11/3/2019 13:20,21.56579901,-0.034021651,34.30703271,31.3205767,11/3/2019
11/3/2019 14:20,18.41400761,-0.025406297,31.47331276,29.53061111,11/3/2019
