Time,Stitch's Great Escape! - Temporarily Closed,"Monsters, Inc. Laugh Floor",Walt Disney World Railroad - Frontierland,Walt Disney's Enchanted Tiki Room,Sorcerers of the Magic Kingdom,The Barnstormer,Walt Disney World Railroad - Fantasyland,Casey Jr. Splash 'N' Soak Station,Cinderella Castle,Under the Sea - Journey of The Little Mermaid,Enchanted Tales with Belle,Seven Dwarfs Mine Train ,A Pirate's Adventure - Treasures of the Seven Seas,Allergy-Friendly Trick-Or-Treat Experience – Mickey's Not-So-Scary Halloween Party,Treat Locations for Mickey's Not-So-Scary Halloween Party,Pirate and Princess Adventures at Walt Disney World,Holiday Treats Locations - Mickey's Very Merry Christmas Party,Pirates at Walt Disney World Resort,Pirates at Walt Disney World,Horses - Disney Animals,Play Disney Parks,Astro Orbiter,Big Thunder Mountain Railroad,Buzz Lightyear's Space Ranger Spin,Prince Charming Regal Carrousel,Dumbo the Flying Elephant,Frontierland Shootin' Arcade,"""it's a small world""",Jungle Cruise,Liberty Square Riverboat,Mad Tea Party,Main Street Vehicles,Mickey's PhilharMagic,Peter Pan's Flight,Pirates of the Caribbean,Space Mountain,Splash Mountain,Swiss Family Treehouse,Haunted Mansion,The Magic Carpets of Aladdin,The Many Adventures of Winnie the Pooh,Tom Sawyer Island,Tomorrowland Speedway,Tomorrowland Transit Authority PeopleMover,"Walt Disney World Railroad - Main Street, U.S.A.",Walt Disney's Carousel of Progress,Country Bear Jamboree,The Hall of Presidents
1/1/2019 3:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2019 3:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2019 3:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2019 3:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2019 3:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2019 3:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2019 4:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2019 4:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2019 4:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2019 4:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2019 4:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2019 4:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2019 5:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2019 5:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2019 5:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2019 5:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2019 5:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2019 5:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2019 6:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2019 6:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2019 6:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2019 6:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2019 6:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2019 6:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2019 7:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2019 7:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2019 7:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2019 7:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2019 7:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2019 7:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2019 8:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2019 8:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2019 8:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2019 8:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2019 8:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2019 8:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2019 9:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2019 9:10,0,0,0,0,0,5,0,0,0,5,15,50,0,0,0,0,0,0,0,0,0,15,20,10,0,10,0,10,15,0,5,0,10,40,0,20,15,0,15,10,10,0,10,0,0,0,0,0
1/1/2019 9:20,0,0,0,0,0,5,0,0,0,5,15,60,0,0,0,0,0,0,0,0,0,20,20,20,0,10,0,10,30,0,5,0,15,50,0,20,10,0,10,10,10,0,20,0,0,0,0,0
1/1/2019 9:30,0,0,0,0,0,5,0,0,0,5,25,90,0,0,0,0,0,0,0,0,0,25,35,15,0,10,0,10,35,0,0,0,15,60,0,60,10,0,10,10,15,0,25,0,0,0,0,0
1/1/2019 9:40,0,0,0,0,0,10,0,0,0,5,20,95,0,0,0,0,0,0,0,0,0,25,60,30,0,10,0,10,50,0,0,0,10,70,0,80,20,0,15,10,35,0,30,0,0,0,0,0
1/1/2019 9:50,0,0,0,0,0,10,0,0,0,5,35,110,0,0,0,0,0,0,0,0,0,30,70,35,5,10,0,10,50,0,0,0,5,75,0,80,25,0,15,15,40,0,35,0,0,0,0,0
1/1/2019 10:00,0,5,0,0,0,15,0,0,0,10,35,120,0,0,0,0,0,0,0,0,0,30,70,45,5,15,0,10,50,0,0,0,15,75,0,90,45,0,25,15,40,0,40,0,0,0,0,0
1/1/2019 10:10,0,5,0,0,0,20,0,0,0,10,35,130,0,0,0,0,0,0,0,0,0,30,80,40,5,15,0,10,60,0,5,0,10,75,10,95,40,0,30,15,40,0,40,0,0,0,0,0
1/1/2019 10:20,0,5,0,0,0,20,0,0,0,10,40,130,0,0,0,0,0,0,0,0,0,35,60,45,5,15,0,15,65,0,5,0,10,75,15,85,0,0,35,20,35,0,45,0,0,0,0,0
1/1/2019 10:30,0,15,0,0,0,25,0,0,0,10,55,120,0,0,0,0,0,0,0,0,0,40,45,45,5,15,0,20,40,0,5,0,10,65,25,85,0,0,30,15,50,0,50,0,0,0,0,0
1/1/2019 10:40,0,15,0,0,0,25,0,0,0,10,40,120,0,0,0,0,0,0,0,0,0,40,55,40,5,15,0,25,50,0,10,0,10,75,35,80,0,0,25,15,30,0,45,0,0,0,0,0
1/1/2019 10:50,0,20,0,0,0,25,0,0,0,15,55,110,0,0,0,0,0,0,0,0,0,40,65,35,5,20,0,25,65,0,15,0,10,85,45,80,0,0,30,20,30,0,40,0,0,0,0,0
1/1/2019 11:00,0,20,0,0,0,25,0,0,0,20,45,110,0,0,0,0,0,0,0,0,0,40,60,30,5,30,0,30,65,0,15,0,10,85,35,80,20,0,35,20,35,0,35,0,0,0,0,0
1/1/2019 11:10,0,20,0,0,0,35,0,0,0,20,45,105,0,0,0,0,0,0,0,0,0,40,60,45,5,35,0,35,85,0,15,0,10,95,45,95,80,0,45,25,60,0,30,0,0,0,0,0
1/1/2019 11:20,0,20,0,0,0,35,0,0,0,20,45,110,0,0,0,0,0,0,0,0,0,40,55,45,10,35,0,35,75,0,15,0,10,105,45,85,80,0,45,30,60,0,35,0,0,0,0,0
1/1/2019 11:30,0,20,0,0,0,40,0,0,0,20,45,110,0,0,0,0,0,0,0,0,0,40,65,55,10,30,0,35,80,0,20,0,10,105,35,85,70,0,60,35,60,0,35,0,0,0,0,0
1/1/2019 11:40,0,25,0,0,0,50,0,0,0,20,45,105,0,0,0,0,0,0,0,0,0,45,60,65,10,30,0,35,80,0,25,0,10,85,40,95,80,0,60,35,25,0,40,0,0,0,0,0
1/1/2019 11:50,0,20,0,0,0,50,0,0,0,40,60,90,0,0,0,0,0,0,0,0,0,40,55,55,10,25,0,30,85,0,20,0,10,65,45,105,75,0,60,35,40,0,40,0,0,0,0,0
1/1/2019 12:00,0,20,0,0,0,50,0,0,0,20,45,105,0,0,0,0,0,0,0,0,0,35,60,55,10,25,0,30,70,0,15,0,10,65,55,95,65,0,65,35,35,0,40,0,0,0,0,0
1/1/2019 12:10,0,20,0,0,0,50,0,0,0,40,45,95,0,0,0,0,0,0,0,0,0,35,65,50,10,25,0,30,70,0,15,0,10,70,50,90,75,0,55,40,50,0,40,0,0,0,0,0
1/1/2019 12:20,0,20,0,0,0,55,0,0,0,40,45,110,0,0,0,0,0,0,0,0,0,45,65,45,10,25,0,25,70,0,15,0,15,80,40,85,75,0,45,30,55,0,35,0,0,0,0,0
1/1/2019 12:30,0,15,0,0,0,50,0,0,0,40,40,125,0,0,0,0,0,0,0,0,0,45,55,50,10,20,0,30,70,0,15,0,15,85,35,85,80,0,40,25,50,0,35,0,0,0,0,0
1/1/2019 12:40,0,20,0,0,0,40,0,0,0,40,40,125,0,0,0,0,0,0,0,0,0,40,55,40,10,25,0,35,70,0,25,0,15,95,55,95,90,0,30,25,50,0,35,0,0,0,0,0
1/1/2019 12:50,0,20,0,0,0,30,0,0,0,20,40,120,0,0,0,0,0,0,0,0,0,40,65,45,10,30,0,40,75,0,25,0,10,80,55,90,90,0,35,20,50,0,45,0,0,0,0,0
1/1/2019 13:00,0,20,0,0,0,30,0,0,0,20,40,120,0,0,0,0,0,0,0,0,0,40,55,45,10,25,0,40,65,0,20,0,15,85,50,80,90,0,45,20,45,0,35,0,0,0,0,0
1/1/2019 13:10,0,20,0,0,0,20,0,0,0,20,35,115,0,0,0,0,0,0,0,0,0,35,65,50,10,35,0,40,60,0,0,0,20,85,50,90,90,0,50,20,45,0,45,0,0,0,0,0
1/1/2019 13:20,0,25,0,0,0,25,0,0,0,25,35,105,0,0,0,0,0,0,0,0,0,25,65,50,10,35,0,35,60,0,0,0,10,90,50,95,110,0,50,25,45,0,50,0,0,0,0,0
1/1/2019 13:30,0,20,0,0,0,30,0,0,0,30,40,110,0,0,0,0,0,0,0,0,0,25,65,55,10,35,0,30,55,0,20,0,15,80,50,110,105,0,55,25,45,0,55,0,0,0,0,0
1/1/2019 13:40,0,25,0,0,0,25,0,0,0,30,25,130,0,0,0,0,0,0,0,0,0,30,65,50,10,35,0,30,55,0,15,0,15,80,45,105,105,0,55,25,45,0,50,0,0,0,0,0
1/1/2019 13:50,0,25,0,0,0,30,0,0,0,35,40,105,0,0,0,0,0,0,0,0,0,35,70,50,10,25,0,30,55,0,30,0,10,80,40,105,105,0,55,30,35,0,45,0,0,0,0,0
1/1/2019 14:00,0,20,0,0,0,35,0,0,0,35,25,115,0,0,0,0,0,0,0,0,0,40,65,40,10,45,0,30,55,0,25,0,15,70,45,110,95,0,55,35,45,0,50,0,0,0,0,0
1/1/2019 14:10,0,20,0,0,0,35,0,0,0,30,25,130,0,0,0,0,0,0,0,0,0,40,65,40,10,45,0,30,65,0,20,0,20,75,25,95,90,0,60,30,20,0,45,0,0,0,0,0
1/1/2019 14:20,0,20,0,0,0,35,0,0,0,35,20,120,0,0,0,0,0,0,0,0,0,45,65,40,10,30,0,35,60,0,20,0,20,75,35,105,85,0,50,35,30,0,40,0,0,0,0,0
1/1/2019 14:30,0,10,0,0,0,40,0,0,0,35,25,125,0,0,0,0,0,0,0,0,0,45,55,50,10,40,0,45,70,0,20,0,10,80,40,95,75,0,60,40,30,0,45,0,0,0,0,0
1/1/2019 14:40,0,25,0,0,0,45,0,0,0,35,25,100,0,0,0,0,0,0,0,0,0,45,55,45,10,35,0,40,70,0,20,0,10,80,40,95,75,0,60,45,40,0,45,0,0,0,0,0
1/1/2019 14:50,0,25,0,0,0,50,0,0,0,35,25,140,0,0,0,0,0,0,0,0,0,55,45,45,10,35,0,50,70,0,25,0,10,80,40,95,65,0,50,40,45,0,40,0,0,0,0,0
1/1/2019 15:00,0,30,0,0,0,55,0,0,0,30,25,120,0,0,0,0,0,0,0,0,0,50,40,45,10,25,0,50,55,0,20,0,10,80,35,85,55,0,45,45,50,0,40,0,0,0,0,0
1/1/2019 15:10,0,30,0,0,0,0,0,0,0,30,30,100,0,0,0,0,0,0,0,0,0,35,40,45,10,25,0,45,45,0,15,0,15,85,50,85,70,0,40,45,60,0,40,0,0,0,0,0
1/1/2019 15:20,0,25,0,0,0,65,0,0,0,40,35,110,0,0,0,0,0,0,0,0,0,25,55,40,10,20,0,35,50,0,15,0,10,85,45,75,75,0,45,30,45,0,30,0,0,0,0,0
1/1/2019 15:30,0,20,0,0,0,65,0,0,0,40,25,120,0,0,0,0,0,0,0,0,0,35,50,30,10,15,0,15,60,0,10,0,10,85,30,75,70,0,40,15,35,0,35,0,0,0,0,0
1/1/2019 15:40,0,20,0,0,0,55,0,0,0,40,20,120,0,0,0,0,0,0,0,0,0,35,50,40,10,15,0,15,60,0,10,0,10,85,50,90,60,0,40,15,45,0,25,0,0,0,0,0
1/1/2019 15:50,0,20,0,0,0,40,0,0,0,40,15,120,0,0,0,0,0,0,0,0,0,35,55,50,10,15,0,15,70,0,10,0,20,85,40,90,65,0,50,20,45,0,35,0,0,0,0,0
1/1/2019 16:00,0,25,0,0,0,50,0,0,0,35,35,105,0,0,0,0,0,0,0,0,0,35,55,40,10,20,0,45,60,0,20,0,20,85,45,75,85,0,40,20,35,0,40,0,0,0,0,0
1/1/2019 16:10,0,20,0,0,0,50,0,0,0,30,30,95,0,0,0,0,0,0,0,0,0,35,60,35,10,20,0,45,60,0,20,0,20,95,25,80,95,0,55,25,30,0,45,0,0,0,0,0
1/1/2019 16:20,0,25,0,0,0,30,0,0,0,25,35,95,0,0,0,0,0,0,0,0,0,40,60,35,10,25,0,45,65,0,20,0,20,105,25,85,85,0,55,30,30,0,45,0,0,0,0,0
1/1/2019 16:30,0,25,0,0,0,30,0,0,0,25,40,120,0,0,0,0,0,0,0,0,0,25,70,40,0,30,0,45,60,0,20,0,15,90,35,95,80,0,55,35,40,0,50,0,0,0,0,0
1/1/2019 16:40,0,25,0,0,0,20,0,0,0,20,35,135,0,0,0,0,0,0,0,0,0,35,60,50,0,30,0,40,55,0,20,0,15,90,40,80,75,0,45,35,45,0,50,0,0,0,0,0
1/1/2019 16:50,0,25,0,0,0,25,0,0,0,45,35,130,0,0,0,0,0,0,0,0,0,40,65,45,0,25,0,45,60,0,15,0,10,75,45,65,70,0,40,35,50,0,45,0,0,0,0,0
1/1/2019 17:00,0,20,0,0,0,60,0,0,0,30,40,105,0,0,0,0,0,0,0,0,0,40,65,45,10,30,0,40,55,0,20,0,10,75,45,60,75,0,40,30,45,0,30,0,0,0,0,0
1/1/2019 17:10,0,20,0,0,0,60,0,0,0,45,40,125,0,0,0,0,0,0,0,0,0,45,75,45,10,30,0,35,65,0,20,0,10,75,45,65,75,0,55,35,35,0,35,0,0,0,0,0
1/1/2019 17:20,0,20,0,0,0,60,0,0,0,45,45,120,0,0,0,0,0,0,0,0,0,50,75,55,10,30,0,25,65,0,20,0,10,85,30,80,80,0,60,40,45,0,35,0,0,0,0,0
1/1/2019 17:30,0,20,0,0,0,50,0,0,0,45,35,120,0,0,0,0,0,0,0,0,0,50,80,40,10,35,0,25,60,0,25,0,10,95,30,85,75,0,45,35,45,0,40,0,0,0,0,0
1/1/2019 17:40,0,20,0,0,0,55,0,0,0,40,35,120,0,0,0,0,0,0,0,0,0,40,75,50,10,35,0,25,60,0,20,0,10,95,45,85,80,0,50,30,25,0,75,0,0,0,0,0
1/1/2019 17:50,0,20,0,0,0,55,0,0,0,40,25,140,0,0,0,0,0,0,0,0,0,50,75,50,10,30,0,30,60,0,20,0,10,95,45,95,75,0,50,30,35,0,75,0,0,0,0,0
1/1/2019 18:00,0,20,0,0,0,60,0,0,0,35,25,105,0,0,0,0,0,0,0,0,0,25,75,40,10,35,0,30,75,0,20,0,10,90,40,105,75,0,45,20,50,0,75,0,0,0,0,0
1/1/2019 18:10,0,20,0,0,0,50,0,0,0,25,25,95,0,0,0,0,0,0,0,0,0,20,60,40,5,30,0,25,80,0,20,0,10,90,40,85,70,0,45,20,60,0,75,0,0,0,0,0
1/1/2019 18:20,0,10,0,0,0,30,0,0,0,25,25,110,0,0,0,0,0,0,0,0,0,25,65,50,5,30,0,35,80,0,20,0,10,95,30,95,70,0,45,25,60,0,45,0,0,0,0,0
1/1/2019 18:30,0,20,0,0,0,40,0,0,0,20,35,105,0,0,0,0,0,0,0,0,0,20,60,50,5,40,0,40,80,0,25,0,10,70,25,85,70,0,45,25,60,0,45,0,0,0,0,0
1/1/2019 18:40,0,20,0,0,0,35,0,0,0,15,35,95,0,0,0,0,0,0,0,0,0,25,60,45,5,40,0,40,85,0,25,0,5,85,30,75,70,0,40,25,35,0,25,0,0,0,0,0
1/1/2019 18:50,0,20,0,0,0,20,0,0,0,15,50,105,0,0,0,0,0,0,0,0,0,40,60,45,5,30,0,35,65,0,25,0,5,75,35,90,70,0,40,20,25,0,30,0,0,0,0,0
1/1/2019 19:00,0,20,0,0,0,35,0,0,0,15,50,105,0,0,0,0,0,0,0,0,0,35,70,30,5,30,0,35,65,0,25,0,10,75,40,80,70,0,35,20,25,0,25,0,0,0,0,0
1/1/2019 19:10,0,20,0,0,0,30,0,0,0,25,50,95,0,0,0,0,0,0,0,0,0,40,60,40,5,20,0,30,50,0,15,0,10,70,35,70,70,0,40,20,30,0,30,0,0,0,0,0
1/1/2019 19:20,0,25,0,0,0,0,0,0,0,30,60,75,0,0,0,0,0,0,0,0,0,35,60,40,5,10,0,20,40,0,15,0,10,70,35,65,70,0,30,20,30,0,35,0,0,0,0,0
1/1/2019 19:30,0,10,0,0,0,40,0,0,0,25,60,60,0,0,0,0,0,0,0,0,0,30,40,40,5,10,0,20,40,0,5,0,10,50,25,70,75,0,40,20,30,0,35,0,0,0,0,0
1/1/2019 19:40,0,10,0,0,0,40,0,0,0,25,20,50,0,0,0,0,0,0,0,0,0,25,30,30,5,10,0,20,30,0,5,0,10,70,20,70,75,0,40,20,30,0,40,0,0,0,0,0
1/1/2019 19:50,0,10,0,0,0,15,0,0,0,5,20,55,0,0,0,0,0,0,0,0,0,30,35,15,0,10,0,20,30,0,5,0,5,70,10,60,75,0,20,20,20,0,35,0,0,0,0,0
1/1/2019 20:00,0,10,0,0,0,45,0,0,0,5,20,55,0,0,0,0,0,0,0,0,0,25,40,10,0,15,0,15,30,0,5,0,10,50,5,45,50,0,25,20,10,0,35,0,0,0,0,0
1/1/2019 20:10,0,10,0,0,0,45,0,0,0,10,20,105,0,0,0,0,0,0,0,0,0,15,45,10,0,10,0,10,15,0,5,0,15,60,5,35,40,0,25,10,10,0,20,0,0,0,0,0
1/1/2019 20:20,0,10,0,0,0,30,0,0,0,5,20,105,0,0,0,0,0,0,0,0,0,15,40,15,5,10,0,10,20,0,5,0,10,50,5,35,25,0,15,10,10,0,10,0,0,0,0,0
1/1/2019 20:30,0,10,0,0,0,30,0,0,0,5,20,105,0,0,0,0,0,0,0,0,0,15,30,20,5,10,0,10,20,0,5,0,10,45,10,55,20,0,20,10,35,0,15,0,0,0,0,0
1/1/2019 20:40,0,10,0,0,0,10,0,0,0,5,15,95,0,0,0,0,0,0,0,0,0,20,35,30,5,10,0,15,30,0,10,0,15,60,10,70,30,0,25,5,35,0,20,0,0,0,0,0
1/1/2019 20:50,0,10,0,0,0,10,0,0,0,5,15,85,0,0,0,0,0,0,0,0,0,25,75,35,5,10,0,15,30,0,10,0,10,55,15,70,25,0,25,5,25,0,25,0,0,0,0,0
1/1/2019 21:00,0,10,0,0,0,15,0,0,0,10,15,70,0,0,0,0,0,0,0,0,0,25,75,30,5,10,0,15,40,0,5,0,10,50,5,80,40,0,20,10,30,0,25,0,0,0,0,0
1/1/2019 21:10,0,10,0,0,0,20,0,0,0,10,10,70,0,0,0,0,0,0,0,0,0,25,50,30,5,10,0,15,35,0,15,0,10,50,10,70,30,0,20,10,25,0,40,0,0,0,0,0
1/1/2019 21:20,0,10,0,0,0,15,0,0,0,10,10,60,0,0,0,0,0,0,0,0,0,25,35,35,5,10,0,15,35,0,10,0,10,50,15,65,35,0,15,10,25,0,50,0,0,0,0,0
1/1/2019 21:30,0,10,0,0,0,15,0,0,0,10,10,60,0,0,0,0,0,0,0,0,0,25,25,40,5,15,0,15,20,0,10,0,5,50,15,60,35,0,20,15,20,0,45,0,0,0,0,0
1/1/2019 21:40,0,10,0,0,0,15,0,0,0,10,10,65,0,0,0,0,0,0,0,0,0,25,45,30,5,20,0,15,35,0,10,0,5,50,5,50,35,0,25,15,25,0,40,0,0,0,0,0
1/1/2019 21:50,0,10,0,0,0,15,0,0,0,5,10,50,0,0,0,0,0,0,0,0,0,20,55,25,5,20,0,15,25,0,10,0,15,55,5,40,40,0,20,10,20,0,40,0,0,0,0,0
1/1/2019 22:00,0,0,0,0,0,10,0,0,0,5,0,50,0,0,0,0,0,0,0,0,0,35,35,20,5,20,0,10,45,0,10,0,10,55,5,45,35,0,0,10,25,0,40,0,0,0,0,0
1/1/2019 22:10,0,0,0,0,0,5,0,0,0,5,0,80,0,0,0,0,0,0,0,0,0,25,35,15,5,20,0,10,50,0,10,0,10,45,5,50,35,0,0,10,25,0,30,0,0,0,0,0
1/1/2019 22:20,0,0,0,0,0,5,0,0,0,5,0,65,0,0,0,0,0,0,0,0,0,20,40,20,5,15,0,10,25,0,5,0,10,45,5,50,50,0,0,10,15,0,30,0,0,0,0,0
1/1/2019 22:30,0,0,0,0,0,5,0,0,0,5,0,65,0,0,0,0,0,0,0,0,0,25,25,15,5,15,0,10,15,0,5,0,10,50,5,55,55,0,15,10,15,0,30,0,0,0,0,0
1/1/2019 22:40,0,0,0,0,0,5,0,0,0,5,0,70,0,0,0,0,0,0,0,0,0,20,30,5,5,10,0,10,10,0,5,0,5,40,10,50,25,0,15,10,15,0,90,0,0,0,0,0
1/1/2019 22:50,0,0,0,0,0,5,0,0,0,5,0,85,0,0,0,0,0,0,0,0,0,10,20,5,5,10,0,10,10,0,5,0,10,45,5,45,20,0,15,10,5,0,30,0,0,0,0,0
1/1/2019 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2019 23:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2019 23:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
