Time,Stitch's Great Escape! - Temporarily Closed,"Monsters, Inc. Laugh Floor",Walt Disney World Railroad - Frontierland,Walt Disney's Enchanted Tiki Room,Sorcerers of the Magic Kingdom,The Barnstormer,Walt Disney World Railroad - Fantasyland,Casey Jr. Splash 'N' Soak Station,Cinderella Castle,Under the Sea - Journey of The Little Mermaid,Enchanted Tales with Belle,Seven Dwarfs Mine Train ,A Pirate's Adventure - Treasures of the Seven Seas,Allergy-Friendly Trick-Or-Treat Experience – Mickey's Not-So-Scary Halloween Party,Treat Locations for Mickey's Not-So-Scary Halloween Party,Pirate and Princess Adventures at Walt Disney World,Holiday Treats Locations - Mickey's Very Merry Christmas Party,Pirates at Walt Disney World Resort,Pirates at Walt Disney World,Horses - Disney Animals,Play Disney Parks,Astro Orbiter,Big Thunder Mountain Railroad,Buzz Lightyear's Space Ranger Spin,Prince Charming Regal Carrousel,Dumbo the Flying Elephant,Frontierland Shootin' Arcade,"""it's a small world""",Jungle Cruise,Liberty Square Riverboat,Mad Tea Party,Main Street Vehicles,Mickey's PhilharMagic,Peter Pan's Flight,Pirates of the Caribbean,Space Mountain,Splash Mountain,Swiss Family Treehouse,Haunted Mansion,The Magic Carpets of Aladdin,The Many Adventures of Winnie the Pooh,Tom Sawyer Island,Tomorrowland Speedway,Tomorrowland Transit Authority PeopleMover,"Walt Disney World Railroad - Main Street, U.S.A.",Walt Disney's Carousel of Progress,Country Bear Jamboree,The Hall of Presidents
3/1/2019 7:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2019 7:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2019 8:00,0,0,0,0,0,5,0,0,0,5,0,30,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,0,5,0,5,5,0,10,0,0,0,0,5,0,0,0,0,0,0,0
3/1/2019 8:10,0,0,0,0,0,5,0,0,0,5,0,55,0,0,0,0,0,0,0,0,0,10,0,10,0,5,0,10,0,0,5,0,5,25,0,20,0,0,0,0,5,0,0,0,0,0,0,0
3/1/2019 8:20,0,0,0,0,0,5,0,0,0,10,0,65,0,0,0,0,0,0,0,0,0,15,0,10,0,10,0,10,0,0,5,0,5,30,0,20,0,0,0,0,15,0,0,0,0,0,0,0
3/1/2019 8:30,0,0,0,0,0,5,0,0,0,5,0,80,0,0,0,0,0,0,0,0,0,15,0,10,0,10,0,10,0,0,5,0,5,35,0,20,0,0,0,0,20,0,0,5,0,0,0,0
3/1/2019 8:40,0,0,0,0,0,5,0,0,0,5,0,85,0,0,0,0,0,0,0,0,0,20,0,10,0,15,0,10,0,0,5,0,10,40,0,25,0,0,0,0,0,0,0,5,0,0,0,0
3/1/2019 8:50,0,0,0,0,0,10,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,45,0,10,0,15,0,10,0,0,5,0,10,40,0,30,0,0,0,0,0,0,0,5,0,0,0,0
3/1/2019 9:00,0,0,0,0,0,10,0,0,0,0,15,90,0,0,0,0,0,0,0,0,0,30,5,10,5,20,0,10,5,0,5,0,10,40,5,35,5,0,10,5,0,0,0,5,0,0,0,0
3/1/2019 9:10,0,0,0,0,0,15,0,0,0,0,25,90,0,0,0,0,0,0,0,0,0,30,10,15,5,20,0,15,15,0,10,0,10,65,10,35,5,0,20,5,10,0,0,5,0,0,0,0
3/1/2019 9:20,0,0,0,0,0,10,0,0,0,5,25,55,0,0,0,0,0,0,0,0,0,25,30,15,5,30,0,15,30,0,10,0,10,45,20,30,15,0,20,10,30,0,0,5,0,0,0,0
3/1/2019 9:30,0,0,0,0,0,10,0,0,0,10,30,50,0,0,0,0,0,0,0,0,0,25,25,15,5,30,0,15,40,0,15,0,10,55,25,0,20,0,20,10,30,0,0,5,0,0,0,0
3/1/2019 9:40,0,0,0,0,0,15,0,0,0,10,40,65,0,0,0,0,0,0,0,0,0,55,35,35,10,25,0,10,60,0,15,0,10,65,30,0,25,0,25,15,35,0,0,5,0,0,0,0
3/1/2019 9:50,0,0,0,0,0,30,0,0,0,10,40,95,0,0,0,0,0,0,0,0,0,45,45,30,10,25,0,25,45,0,15,0,10,70,25,0,20,0,25,20,40,0,0,5,0,0,0,0
3/1/2019 10:00,0,5,0,0,0,20,0,0,0,15,45,95,0,0,0,0,0,0,0,0,0,45,60,40,10,25,0,25,30,0,15,0,10,80,30,0,45,0,35,25,40,0,0,5,0,0,0,0
3/1/2019 10:10,0,5,0,0,0,25,0,0,0,15,40,95,0,0,0,0,0,0,0,0,0,55,70,45,10,25,0,15,60,0,15,0,10,80,30,0,50,0,35,25,40,0,0,5,0,0,0,0
3/1/2019 10:20,0,10,0,0,0,30,0,0,0,20,45,90,0,0,0,0,0,0,0,0,0,55,65,50,10,50,0,15,50,0,10,0,10,75,45,25,30,0,30,25,40,0,0,5,0,0,0,0
3/1/2019 10:30,0,30,0,0,0,35,0,0,0,20,50,90,0,0,0,0,0,0,0,0,0,60,65,40,10,25,0,20,45,0,15,0,10,85,35,50,35,0,25,30,40,0,0,5,0,0,0,0
3/1/2019 10:40,0,25,0,0,0,35,0,0,0,20,55,105,0,0,0,0,0,0,0,0,0,65,45,20,10,50,0,20,60,0,15,0,10,70,45,90,50,0,35,30,35,0,0,5,0,0,0,0
3/1/2019 10:50,0,20,0,0,0,35,0,0,0,40,55,90,0,0,0,0,0,0,0,0,0,65,45,30,10,50,0,20,90,0,20,0,10,60,45,75,50,0,45,30,35,0,0,5,0,0,0,0
3/1/2019 11:00,0,20,0,0,0,35,0,0,0,55,30,90,0,0,0,0,0,0,0,0,0,25,40,50,10,35,0,20,85,0,20,0,10,55,40,95,65,0,45,35,40,0,0,5,0,0,0,0
3/1/2019 11:10,0,15,0,0,0,35,0,0,0,40,50,125,0,0,0,0,0,0,0,0,0,25,40,50,10,35,0,20,70,0,20,0,10,75,40,90,65,0,55,35,50,0,0,5,0,0,0,0
3/1/2019 11:20,0,25,0,0,0,40,0,0,0,30,35,110,0,0,0,0,0,0,0,0,0,35,60,50,10,35,0,20,80,0,20,0,10,65,45,95,65,0,45,30,50,0,0,5,0,0,0,0
3/1/2019 11:30,0,25,0,0,0,45,0,0,0,25,35,125,0,0,0,0,0,0,0,0,0,35,50,50,15,30,0,20,70,0,25,0,10,85,40,130,65,0,45,30,45,0,0,5,0,0,0,0
3/1/2019 11:40,0,20,0,0,0,45,0,0,0,15,45,125,0,0,0,0,0,0,0,0,0,35,55,60,15,25,0,45,75,0,20,0,10,80,35,115,70,0,50,30,35,0,0,5,0,0,0,0
3/1/2019 11:50,0,20,0,0,0,45,0,0,0,20,45,110,0,0,0,0,0,0,0,0,0,35,55,55,15,45,0,45,75,0,25,0,10,80,45,105,70,0,45,30,45,0,0,20,0,0,0,0
3/1/2019 12:00,0,20,0,0,0,50,0,0,0,20,35,110,0,0,0,0,0,0,0,0,0,35,55,55,15,30,0,45,70,0,20,0,10,85,40,95,70,0,60,30,45,0,0,20,0,0,0,0
3/1/2019 12:10,0,20,0,0,0,45,0,0,0,25,40,115,0,0,0,0,0,0,0,0,0,50,50,45,15,40,0,45,75,0,20,0,10,65,40,80,70,0,0,35,40,0,0,20,0,0,0,0
3/1/2019 12:20,0,20,0,0,0,40,0,0,0,25,40,115,0,0,0,0,0,0,0,0,0,30,50,50,15,40,0,45,85,0,25,0,10,65,40,70,60,0,65,35,35,0,0,20,0,0,0,0
3/1/2019 12:30,0,15,0,0,0,40,0,0,0,35,30,125,0,0,0,0,0,0,0,0,0,30,55,45,15,45,0,45,85,0,25,0,15,65,35,70,70,0,55,40,40,0,0,20,0,0,0,0
3/1/2019 12:40,0,15,0,0,0,40,0,0,0,35,25,105,0,0,0,0,0,0,0,0,0,30,50,45,15,55,0,45,80,0,30,0,15,65,40,65,80,0,55,40,40,0,0,20,0,0,0,0
3/1/2019 12:50,0,15,0,0,0,45,0,0,0,40,25,95,0,0,0,0,0,0,0,0,0,20,45,45,15,50,0,45,70,0,25,0,10,75,35,65,80,0,55,40,45,0,0,20,0,0,0,0
3/1/2019 13:00,0,20,0,0,0,30,0,0,0,45,25,90,0,0,0,0,0,0,0,0,0,20,45,45,15,40,0,45,65,0,25,0,10,80,35,65,80,0,50,35,35,0,0,20,0,0,0,0
3/1/2019 13:10,0,10,0,0,0,35,0,0,0,35,35,95,0,0,0,0,0,0,0,0,0,30,50,45,15,40,0,45,70,0,20,0,10,75,50,70,80,0,40,30,55,0,0,20,0,0,0,0
3/1/2019 13:20,0,10,0,0,0,35,0,0,0,35,35,105,0,0,0,0,0,0,0,0,0,30,55,30,15,25,0,45,75,0,20,0,15,60,50,70,80,0,45,30,40,0,0,20,0,0,0,0
3/1/2019 13:30,0,20,0,0,0,40,0,0,0,35,40,105,0,0,0,0,0,0,0,0,0,30,60,40,15,30,0,45,75,0,20,0,10,65,60,60,80,0,45,30,40,0,0,20,0,0,0,0
3/1/2019 13:40,0,15,0,0,0,35,0,0,0,25,40,110,0,0,0,0,0,0,0,0,0,40,85,40,15,40,0,45,75,0,20,0,10,80,50,55,85,0,60,30,40,0,0,20,0,0,0,0
3/1/2019 13:50,0,15,0,0,0,35,0,0,0,30,40,70,0,0,0,0,0,0,0,0,0,40,85,45,15,35,0,45,70,0,25,0,15,65,45,55,85,0,60,30,40,0,0,20,0,0,0,0
3/1/2019 14:00,0,20,0,0,0,40,0,0,0,30,40,80,0,0,0,0,0,0,0,0,0,40,80,35,15,25,0,45,70,0,25,0,10,65,45,60,90,0,50,30,40,0,0,20,0,0,0,0
3/1/2019 14:10,0,20,0,0,0,50,0,0,0,40,40,80,0,0,0,0,0,0,0,0,0,30,85,35,15,30,0,45,60,0,25,0,10,65,40,95,80,0,55,45,35,0,0,10,0,0,0,0
3/1/2019 14:20,0,20,0,0,0,40,0,0,0,45,35,85,0,0,0,0,0,0,0,0,0,30,80,35,15,25,0,45,65,0,20,0,10,55,45,95,75,0,55,35,35,0,0,10,0,0,0,0
3/1/2019 14:30,0,25,0,0,0,35,0,0,0,45,40,95,0,0,0,0,0,0,0,0,0,45,80,40,10,60,0,45,65,0,15,0,25,50,45,85,75,0,55,35,50,0,0,10,0,0,0,0
3/1/2019 14:40,0,25,0,0,0,35,0,0,0,45,45,115,0,0,0,0,0,0,0,0,0,25,65,45,10,35,0,45,85,0,15,0,0,60,40,85,85,0,45,30,40,0,0,10,0,0,0,0
3/1/2019 14:50,0,25,0,0,0,35,0,0,0,45,35,115,0,0,0,0,0,0,0,0,0,25,50,40,10,35,0,45,60,0,10,0,0,75,30,85,75,0,45,35,40,0,0,10,0,0,0,0
3/1/2019 15:00,0,20,0,0,0,25,0,0,0,35,30,95,0,0,0,0,0,0,0,0,0,15,45,35,10,40,0,25,45,0,15,0,10,55,40,85,60,0,45,30,45,0,0,10,0,0,0,0
3/1/2019 15:10,0,20,0,0,0,30,0,0,0,25,20,80,0,0,0,0,0,0,0,0,0,20,45,35,5,35,0,15,45,0,20,0,10,50,40,90,50,0,55,20,45,0,0,10,0,0,0,0
3/1/2019 15:20,0,20,0,0,0,30,0,0,0,25,15,85,0,0,0,0,0,0,0,0,0,25,45,40,5,25,0,15,45,0,15,0,10,55,30,90,50,0,55,15,45,0,0,10,0,0,0,0
3/1/2019 15:30,0,20,0,0,0,30,0,0,0,25,15,85,0,0,0,0,0,0,0,0,0,25,45,40,5,25,0,15,45,0,10,0,10,55,40,90,65,0,35,25,45,0,0,10,0,0,0,0
3/1/2019 15:40,0,20,0,0,0,25,0,0,0,20,15,80,0,0,0,0,0,0,0,0,0,20,45,35,10,30,0,20,60,0,10,0,10,55,35,80,65,0,45,20,45,0,0,10,0,0,0,0
3/1/2019 15:50,0,15,0,0,0,30,0,0,0,25,15,90,0,0,0,0,0,0,0,0,0,20,55,40,10,25,0,20,60,0,15,0,15,75,35,70,60,0,55,15,50,0,0,10,0,0,0,0
3/1/2019 16:00,0,15,0,0,0,30,0,0,0,25,30,90,0,0,0,0,0,0,0,0,0,25,55,40,10,20,0,25,70,0,15,0,20,75,50,55,85,0,55,25,50,0,0,10,0,0,0,0
3/1/2019 16:10,0,25,0,0,0,35,0,0,0,30,30,90,0,0,0,0,0,0,0,0,0,20,55,45,10,25,0,15,80,0,15,0,20,75,45,45,85,0,40,25,40,0,0,20,0,0,0,0
3/1/2019 16:20,0,30,0,0,0,35,0,0,0,30,30,105,0,0,0,0,0,0,0,0,0,20,55,40,10,25,0,20,60,0,20,0,15,70,45,40,80,0,40,30,35,0,0,20,0,0,0,0
3/1/2019 16:30,0,30,0,0,0,40,0,0,0,30,30,105,0,0,0,0,0,0,0,0,0,30,50,35,10,20,0,20,60,0,20,0,15,70,45,40,80,0,40,30,35,0,0,20,0,0,0,0
3/1/2019 16:40,0,25,0,0,0,40,0,0,0,30,45,95,0,0,0,0,0,0,0,0,0,25,50,35,10,20,0,20,65,0,25,0,15,65,35,65,80,0,25,35,35,0,0,20,0,0,0,0
3/1/2019 16:50,0,25,0,0,0,40,0,0,0,30,45,95,0,0,0,0,0,0,0,0,0,20,55,45,10,25,0,30,65,0,25,0,10,65,35,60,80,0,25,35,35,0,0,20,0,0,0,0
3/1/2019 17:00,0,20,0,0,0,35,0,0,0,30,50,95,0,0,0,0,0,0,0,0,0,25,55,45,10,30,0,20,65,0,25,0,10,75,35,55,65,0,45,45,40,0,0,20,0,0,0,0
3/1/2019 17:10,0,20,0,0,0,55,0,0,0,30,30,95,0,0,0,0,0,0,0,0,0,25,50,45,10,30,0,15,70,0,20,0,5,75,35,55,55,0,45,45,40,0,0,20,0,0,0,0
3/1/2019 17:20,0,20,0,0,0,55,0,0,0,35,35,90,0,0,0,0,0,0,0,0,0,35,45,30,10,25,0,25,50,0,15,0,10,70,35,65,55,0,40,45,40,0,0,20,0,0,0,0
3/1/2019 17:30,0,20,0,0,0,20,0,0,0,30,25,105,0,0,0,0,0,0,0,0,0,30,45,25,10,35,0,30,45,0,15,0,10,60,35,75,55,0,35,40,35,0,0,20,0,0,0,0
3/1/2019 17:40,0,20,0,0,0,25,0,0,0,25,35,120,0,0,0,0,0,0,0,0,0,25,50,35,10,25,0,30,40,0,15,0,10,55,35,70,50,0,40,40,35,0,0,20,0,0,0,0
3/1/2019 17:50,0,20,0,0,0,20,0,0,0,25,35,120,0,0,0,0,0,0,0,0,0,35,50,50,10,25,0,20,40,0,15,0,10,55,40,70,50,0,40,30,40,0,0,20,0,0,0,0
3/1/2019 18:00,0,20,0,0,0,25,0,0,0,20,45,80,0,0,0,0,0,0,0,0,0,40,50,50,10,25,0,20,45,0,15,0,10,55,35,75,50,0,30,20,35,0,0,15,0,0,0,0
3/1/2019 18:10,0,20,0,0,0,30,0,0,0,20,35,85,0,0,0,0,0,0,0,0,0,40,35,40,10,30,0,20,40,0,15,0,15,60,30,70,45,0,30,20,45,0,0,15,0,0,0,0
3/1/2019 18:20,0,20,0,0,0,35,0,0,0,20,30,105,0,0,0,0,0,0,0,0,0,30,35,40,10,25,0,20,45,0,15,0,10,70,35,50,40,0,30,20,50,0,0,10,0,0,0,0
3/1/2019 18:30,0,20,0,0,0,45,0,0,0,25,35,115,0,0,0,0,0,0,0,0,0,25,40,40,10,30,0,15,60,0,15,0,10,55,35,55,35,0,35,20,35,0,0,15,0,0,0,0
3/1/2019 18:40,0,20,0,0,0,45,0,0,0,25,25,110,0,0,0,0,0,0,0,0,0,25,45,45,10,20,0,15,50,0,15,0,10,50,45,55,60,0,35,20,30,0,0,15,0,0,0,0
3/1/2019 18:50,0,20,0,0,0,45,0,0,0,25,25,90,0,0,0,0,0,0,0,0,0,25,50,40,10,20,0,15,45,0,15,0,10,55,45,60,50,0,35,20,30,0,0,15,0,0,0,0
3/1/2019 19:00,0,20,0,0,0,45,0,0,0,15,25,90,0,0,0,0,0,0,0,0,0,25,50,35,10,20,0,15,45,0,15,0,10,55,25,60,45,0,35,20,30,0,0,15,0,0,0,0
3/1/2019 19:10,0,20,0,10,0,45,0,0,0,10,15,75,0,0,0,0,0,0,0,0,0,45,35,35,10,20,0,15,40,0,10,0,10,55,20,60,45,0,35,25,25,0,0,15,0,0,0,0
3/1/2019 19:20,0,20,0,10,0,50,0,0,0,10,25,90,0,0,0,0,0,0,0,0,0,45,40,35,10,15,0,20,35,0,10,0,10,60,15,60,35,5,25,40,25,0,0,15,0,0,0,0
3/1/2019 19:30,0,20,0,10,0,20,0,0,0,10,20,75,0,0,0,0,0,0,0,0,0,45,30,25,10,10,0,20,30,0,10,0,15,50,15,55,40,5,20,35,25,0,0,5,0,0,0,0
3/1/2019 19:40,0,20,0,10,0,10,0,0,0,10,15,60,0,0,0,0,0,0,0,0,0,20,35,25,10,15,0,20,15,0,10,0,15,45,10,55,35,5,20,15,20,0,0,5,0,0,0,0
3/1/2019 19:50,0,20,0,10,0,10,0,0,0,10,15,45,0,0,0,0,0,0,0,0,0,25,40,15,10,15,0,20,10,0,10,0,5,35,10,40,30,5,15,20,20,0,0,5,0,0,0,0
3/1/2019 20:00,0,20,0,10,0,20,0,0,0,10,15,45,0,0,0,0,0,0,0,0,0,20,35,15,0,10,0,10,5,0,5,0,10,30,10,40,20,5,15,10,10,0,0,5,0,0,0,0
3/1/2019 20:10,0,0,0,10,0,15,0,0,0,5,0,45,0,0,0,0,0,0,0,0,0,25,25,5,0,10,0,10,5,0,5,0,5,20,10,25,20,5,15,10,10,0,0,5,0,0,0,0
3/1/2019 20:20,0,0,0,10,0,15,0,0,0,10,0,50,0,0,0,0,0,0,0,0,0,15,20,15,0,10,0,10,5,0,5,0,5,20,10,25,5,5,15,10,10,0,0,5,0,0,0,0
3/1/2019 20:30,0,0,0,10,0,5,0,0,0,5,0,60,0,0,0,0,0,0,0,0,0,30,30,20,5,10,0,10,10,0,5,0,5,40,10,55,5,5,15,5,10,0,0,5,0,0,0,0
3/1/2019 20:40,0,0,0,10,0,10,0,0,0,10,0,45,0,0,0,0,0,0,0,0,0,20,30,15,5,10,0,10,5,0,5,0,10,30,10,30,15,5,15,10,15,0,0,5,0,0,0,0
3/1/2019 20:50,0,0,0,10,0,10,0,0,0,10,0,35,0,0,0,0,0,0,0,0,0,20,25,5,5,15,0,10,5,0,5,0,15,30,20,25,15,5,15,15,10,0,0,5,0,0,0,0
3/1/2019 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2019 21:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2019 21:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2019 21:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2019 21:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2019 21:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2019 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2019 22:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2019 22:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
