Time,Stitch's Great Escape!,"Monsters, Inc. Laugh Floor",Walt Disney World Railroad - Frontierland,Walt Disney's Enchanted Tiki Room,Sorcerers of the Magic Kingdom,The Barnstormer,Walt Disney World Railroad - Fantasyland,Casey Jr. Splash 'N' Soak Station,Cinderella Castle,Under the Sea - Journey of The Little Mermaid,Enchanted Tales with Belle,Seven Dwarfs Mine Train ,A Pirate's Adventure - Treasures of the Seven Seas,Allergy-Friendly Trick-Or-Treat Experience – Mickey's Not-So-Scary Halloween Party,Treat Locations for Mickey's Not-So-Scary Halloween Party,Pirate and Princess Adventures at Walt Disney World,Pirates at Walt Disney World Resort,Pirates at Walt Disney World,Horses - Disney Animals,Astro Orbiter,Big Thunder Mountain Railroad,Buzz Lightyear's Space Ranger Spin,Prince Charming Regal Carrousel,Dumbo the Flying Elephant,Frontierland Shootin' Arcade,"""it's a small world""",Jungle Cruise,Liberty Square Riverboat,Mad Tea Party,Main Street Vehicles,Mickey's PhilharMagic,Peter Pan's Flight,Pirates of the Caribbean,Space Mountain,Splash Mountain,Swiss Family Treehouse,Haunted Mansion,The Magic Carpets of Aladdin,The Many Adventures of Winnie the Pooh,Tom Sawyer Island,Tomorrowland Speedway,Tomorrowland Transit Authority PeopleMover,"Walt Disney World Railroad - Main Street, U.S.A",Walt Disney's Carousel of Progress,Country Bear Jamboree,The Hall of Presidents,Stitch's Great Escape! - Temporarily Closed
1/12/2018 3:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1/12/2018 4:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1/12/2018 4:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1/12/2018 4:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1/12/2018 4:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1/12/2018 4:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1/12/2018 4:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1/12/2018 5:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1/12/2018 5:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1/12/2018 5:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1/12/2018 5:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1/12/2018 5:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1/12/2018 5:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1/12/2018 6:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1/12/2018 6:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1/12/2018 6:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1/12/2018 6:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1/12/2018 6:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1/12/2018 6:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1/12/2018 7:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1/12/2018 7:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1/12/2018 7:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1/12/2018 7:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1/12/2018 7:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1/12/2018 7:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1/12/2018 8:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1/12/2018 8:10,0,0,0,0,0,5,0,0,0,5,0,30,0,0,0,0,0,0,0,0,0,5,5,10,0,5,0,0,5,0,5,5,0,15,0,0,0,0,5,0,5,0,0,0,0,0,
1/12/2018 8:20,0,0,0,0,0,5,0,0,0,10,0,45,0,0,0,0,0,0,0,0,0,5,5,10,0,5,0,0,5,0,5,35,0,20,0,0,0,0,5,0,5,0,0,0,0,0,
1/12/2018 8:30,0,0,0,0,0,5,0,0,0,10,0,45,0,0,0,0,0,0,0,0,0,15,5,10,0,10,0,0,5,0,5,40,0,25,0,0,0,0,15,0,5,0,0,0,0,0,
1/12/2018 8:40,0,0,0,0,0,5,0,0,0,10,0,45,0,0,0,0,0,0,0,0,0,15,5,10,0,10,0,0,5,0,10,50,0,25,0,0,0,0,25,0,5,0,0,0,0,0,
1/12/2018 8:50,0,0,0,0,0,5,0,0,0,10,0,45,0,0,0,0,0,0,0,0,0,25,5,10,0,10,0,0,5,0,10,50,0,45,0,0,0,5,30,0,30,0,0,0,0,0,
1/12/2018 9:00,0,0,0,0,0,10,0,0,0,10,15,75,0,0,0,0,0,0,0,0,5,25,5,15,0,10,5,0,5,0,15,35,0,20,0,0,10,5,25,0,30,0,0,0,0,0,
1/12/2018 9:10,0,0,0,0,0,10,0,0,0,10,15,75,0,0,0,0,0,0,0,0,20,20,5,10,0,10,15,0,5,0,10,50,0,30,0,0,20,5,25,0,30,0,0,0,0,0,
1/12/2018 9:20,0,0,0,0,0,5,0,0,0,10,30,75,0,0,0,0,0,0,0,0,30,15,5,15,0,10,30,0,5,0,10,40,0,20,0,0,25,5,25,0,30,0,0,0,0,0,
1/12/2018 9:30,0,0,0,0,0,5,0,0,0,10,40,75,0,0,0,0,0,0,0,0,50,15,5,15,0,10,50,0,5,0,15,40,0,20,0,0,25,5,20,0,30,0,0,0,0,0,
1/12/2018 9:40,0,0,0,0,0,5,0,0,0,10,20,0,0,0,0,0,0,0,0,0,50,25,5,10,0,10,50,0,5,0,10,35,0,25,0,0,20,5,20,0,30,0,0,0,0,0,
1/12/2018 9:50,0,0,0,0,0,10,0,0,0,10,20,90,0,0,0,0,0,0,0,0,30,30,5,10,0,10,40,0,5,0,10,55,0,35,0,0,20,5,45,0,30,0,0,0,0,0,
1/12/2018 10:00,0,0,0,0,0,10,0,0,0,10,20,105,0,0,0,0,0,0,0,0,65,45,5,10,0,10,65,0,5,0,10,70,0,65,0,0,35,20,40,0,20,0,0,0,0,0,
1/12/2018 10:10,0,5,0,0,0,20,0,0,0,10,30,105,0,0,0,0,0,0,0,0,50,60,5,10,0,15,60,0,10,0,10,75,0,60,0,0,45,20,35,0,20,0,0,0,0,0,
1/12/2018 10:20,0,20,0,0,0,20,0,0,0,10,30,105,0,0,0,0,0,0,0,0,45,60,5,10,0,15,60,0,10,0,15,75,0,55,0,0,45,20,25,0,20,0,0,0,0,0,
1/12/2018 10:30,0,10,0,0,0,20,0,0,0,10,30,120,0,0,0,0,0,0,0,0,40,45,5,15,0,15,45,0,10,0,15,80,0,70,0,0,30,20,45,0,20,0,0,0,0,0,
1/12/2018 10:40,0,10,0,0,0,25,0,0,0,10,30,120,0,0,0,0,0,0,0,0,40,40,5,20,0,20,45,0,10,0,10,80,0,75,0,0,35,20,55,0,30,0,0,0,0,0,
1/12/2018 10:50,0,10,0,0,0,25,0,0,0,15,40,120,0,0,0,0,0,0,0,0,55,45,5,20,0,20,55,0,10,0,10,80,0,85,0,0,35,20,45,0,40,0,0,0,0,0,
1/12/2018 11:00,0,10,0,0,0,25,0,0,0,15,40,135,0,0,0,0,0,0,0,5,60,50,5,20,0,25,60,0,10,0,10,80,5,85,0,0,40,30,55,0,50,0,0,0,0,0,
1/12/2018 11:10,0,30,0,0,0,30,0,0,0,15,40,135,0,0,0,0,0,0,0,5,65,45,5,20,0,25,60,0,10,0,10,80,25,95,0,0,50,30,55,0,50,0,0,0,0,0,
1/12/2018 11:20,0,10,0,0,0,30,0,0,0,20,30,135,0,0,0,0,0,0,0,5,60,50,5,20,0,25,50,0,15,0,15,75,50,95,0,0,40,30,50,0,50,0,0,0,0,0,
1/12/2018 11:30,0,10,0,0,0,25,0,0,0,20,20,120,0,0,0,0,0,0,0,5,60,55,5,15,0,25,60,0,15,0,15,85,40,95,0,0,40,30,35,0,40,0,0,0,0,0,
1/12/2018 11:40,0,10,0,0,0,35,0,0,0,20,10,120,0,0,0,0,0,0,0,45,50,65,5,20,0,25,60,0,15,0,10,70,40,110,0,0,45,20,35,0,30,0,0,0,0,0,
1/12/2018 11:50,0,20,0,0,0,35,0,0,0,25,40,120,0,0,0,0,0,0,0,45,60,60,5,20,0,25,65,0,15,0,10,60,60,120,0,0,50,25,40,0,40,0,0,0,0,0,
1/12/2018 12:00,0,10,0,0,0,35,0,0,0,25,30,100,0,0,0,0,0,0,0,30,65,55,10,20,0,25,65,0,10,0,20,65,55,115,0,0,45,25,35,0,30,0,0,0,0,0,
1/12/2018 12:10,0,20,0,0,0,30,0,0,0,20,30,120,0,0,0,0,0,0,0,30,65,45,10,20,0,25,65,0,20,0,15,65,45,115,0,0,45,30,35,0,30,0,0,0,0,0,
1/12/2018 12:20,0,20,0,0,0,30,0,0,0,20,40,120,0,0,0,0,0,0,0,20,70,40,10,25,0,25,60,0,15,0,10,55,45,115,0,0,40,35,40,0,30,0,0,0,0,0,
1/12/2018 12:30,0,10,0,0,0,25,0,0,0,20,30,120,0,0,0,0,0,0,0,20,60,50,10,30,0,25,60,0,15,0,10,50,45,115,0,0,40,40,40,0,40,0,0,0,0,0,
1/12/2018 12:40,0,20,0,0,0,25,0,0,0,20,30,110,0,0,0,0,0,0,0,20,45,70,10,30,0,25,70,0,15,0,10,65,45,150,0,0,40,40,40,0,40,0,0,0,0,0,
1/12/2018 12:50,0,10,0,0,0,25,0,0,0,20,30,110,0,0,0,0,0,0,0,20,45,60,10,30,0,25,55,0,10,0,10,75,45,145,0,0,35,45,35,0,30,0,0,0,0,0,
1/12/2018 13:00,0,10,0,0,0,25,0,0,0,15,40,80,0,0,0,0,0,0,0,30,50,65,10,25,0,30,50,0,15,0,10,80,45,135,0,0,40,40,35,0,30,0,0,0,0,0,
1/12/2018 13:10,0,30,0,0,0,25,0,0,0,15,40,80,0,0,0,0,0,0,0,30,60,60,10,25,0,25,45,0,10,0,10,70,50,105,0,0,40,40,40,0,30,0,0,0,0,0,
1/12/2018 13:20,0,10,0,0,0,30,0,0,0,20,40,80,0,0,0,0,0,0,0,30,70,65,10,20,0,25,45,0,10,0,10,70,65,95,0,0,40,35,35,0,30,0,0,0,0,0,
1/12/2018 13:30,0,10,0,0,0,35,0,0,0,20,30,60,0,0,0,0,0,0,0,50,65,35,10,20,0,20,50,0,15,0,10,65,70,105,0,0,50,30,40,0,30,0,0,0,0,0,
1/12/2018 13:40,0,10,0,0,0,30,0,0,0,20,20,80,0,0,0,0,0,0,0,50,65,35,10,20,0,20,50,0,10,0,15,65,70,105,0,0,50,30,25,0,30,0,0,0,0,0,
1/12/2018 13:50,0,10,0,0,0,25,0,0,0,25,30,80,0,0,0,0,0,0,0,40,70,45,10,20,0,20,50,0,10,0,10,60,65,70,0,0,55,30,40,0,30,0,0,0,0,0,
1/12/2018 14:00,0,10,0,0,0,25,0,0,0,25,20,70,0,0,0,0,0,0,0,20,70,50,10,25,0,35,50,0,10,0,15,55,40,95,0,0,45,60,40,0,30,0,0,0,0,0,
1/12/2018 14:10,0,10,0,0,0,25,0,0,0,25,20,120,0,0,0,0,0,0,0,20,80,50,10,25,0,30,50,0,10,0,10,55,40,95,0,0,50,30,40,0,30,0,0,0,0,0,
1/12/2018 14:20,0,10,0,0,0,20,0,0,0,25,20,95,0,0,0,0,0,0,0,20,75,45,10,35,0,30,55,0,10,0,10,60,30,90,0,0,0,20,30,0,30,0,0,0,0,0,
1/12/2018 14:30,0,10,0,0,0,25,0,0,0,20,20,120,0,0,0,0,0,0,0,20,75,35,10,35,0,30,50,0,10,0,10,60,30,75,0,0,0,20,30,0,30,0,0,0,0,0,
1/12/2018 14:40,0,10,0,0,0,30,0,0,0,20,20,120,0,0,0,0,0,0,0,20,45,40,10,15,0,25,0,0,10,0,10,60,30,95,0,0,70,20,30,0,30,0,0,0,0,0,
1/12/2018 14:50,0,10,0,0,0,30,0,0,0,20,20,120,0,0,0,0,0,0,0,20,45,45,10,15,0,25,0,0,15,0,10,60,55,90,0,0,60,20,30,0,30,0,0,0,0,0,
1/12/2018 15:00,0,10,0,0,0,20,0,0,0,20,20,120,0,0,0,0,0,0,0,20,45,40,10,15,0,20,0,0,10,0,10,65,50,105,0,0,50,20,30,0,30,0,0,0,0,0,
1/12/2018 15:10,0,10,0,0,0,15,0,0,0,20,30,120,0,0,0,0,0,0,0,20,30,35,10,15,0,20,0,0,10,0,10,65,45,95,0,0,50,5,35,0,30,0,0,0,0,0,
1/12/2018 15:20,0,10,0,0,0,10,0,0,0,20,30,120,0,0,0,0,0,0,0,20,45,30,10,10,0,20,50,0,5,0,10,70,40,95,0,0,45,10,40,0,20,0,0,0,0,0,
1/12/2018 15:30,0,10,0,0,0,25,0,0,0,10,20,120,0,0,0,0,0,0,0,20,55,30,10,15,0,20,45,0,5,0,10,70,45,90,0,0,45,10,40,0,20,0,0,0,0,0,
1/12/2018 15:40,0,10,0,0,0,30,0,0,0,10,20,120,0,0,0,0,0,0,0,20,60,45,10,15,0,15,45,0,5,0,10,80,50,90,0,0,45,10,40,0,20,0,0,0,0,0,
1/12/2018 15:50,0,10,0,0,0,30,0,0,0,15,30,120,0,0,0,0,0,0,0,20,60,45,10,15,0,20,50,0,10,0,10,80,50,90,0,0,45,20,40,0,30,0,0,0,0,0,
1/12/2018 16:00,0,10,0,0,0,30,0,0,0,15,30,120,0,0,0,0,0,0,0,20,60,55,10,15,0,25,35,0,10,0,10,90,35,80,0,0,65,20,40,0,40,0,0,0,0,0,
1/12/2018 16:10,0,10,0,0,0,35,0,0,0,20,30,150,0,0,0,0,0,0,0,20,55,55,10,20,0,30,40,0,10,0,15,85,45,70,0,0,65,25,35,0,40,0,0,0,0,0,
1/12/2018 16:20,0,10,0,0,0,30,0,0,0,20,40,150,0,0,0,0,0,0,0,20,50,50,10,10,0,35,40,0,10,0,15,80,50,60,0,0,60,30,30,0,30,0,0,0,0,0,
1/12/2018 16:30,0,10,0,0,0,25,0,0,0,20,40,150,0,0,0,0,0,0,0,20,45,45,10,15,0,40,50,0,10,0,10,80,45,55,0,0,55,25,25,0,30,0,0,0,0,0,
1/12/2018 16:40,0,10,0,0,0,25,0,0,0,20,50,150,0,0,0,0,0,0,0,40,35,45,10,15,0,35,55,0,10,0,10,70,40,55,0,0,55,25,35,0,30,0,0,0,0,0,
1/12/2018 16:50,0,10,0,0,0,25,0,0,0,20,60,150,0,0,0,0,0,0,0,40,35,30,10,15,0,30,55,0,10,0,10,60,40,75,0,0,55,25,45,0,30,0,0,0,0,0,
1/12/2018 17:00,0,20,0,0,0,20,0,0,0,25,60,100,0,0,0,0,0,0,0,40,40,45,10,20,0,20,40,0,10,0,10,60,40,75,0,0,45,30,40,0,30,0,0,0,0,0,
1/12/2018 17:10,0,20,0,0,0,25,0,0,0,20,40,100,0,0,0,0,0,0,0,30,55,40,10,10,0,20,30,0,10,0,10,65,40,105,0,0,35,25,40,0,20,0,0,0,0,0,
1/12/2018 17:20,0,20,0,0,0,25,0,0,0,15,20,80,0,0,0,0,0,0,0,30,55,35,10,25,0,15,45,0,10,0,10,65,40,85,0,0,40,25,25,0,20,0,0,0,0,0,
1/12/2018 17:30,0,20,0,0,0,20,0,0,0,10,10,70,0,0,0,0,0,0,0,30,60,40,10,15,0,15,50,0,15,0,10,65,40,75,0,0,40,25,25,0,20,0,0,0,0,0,
1/12/2018 17:40,0,20,0,0,0,20,0,0,0,10,30,60,0,0,0,0,0,0,0,30,60,45,10,15,0,20,45,0,10,0,10,65,0,85,0,0,30,25,20,0,20,0,0,0,0,0,
1/12/2018 17:50,0,10,0,0,0,20,0,0,0,10,30,75,0,0,0,0,0,0,0,30,60,40,10,10,0,20,40,0,10,0,15,70,0,110,0,0,35,30,30,0,30,0,0,0,0,0,
1/12/2018 18:00,0,10,0,0,0,25,0,0,0,10,30,50,0,0,0,0,0,0,0,30,60,30,10,10,0,20,40,0,10,0,10,70,50,110,0,0,45,20,45,0,30,0,0,0,0,0,
1/12/2018 18:10,0,10,0,0,0,20,0,0,0,10,20,90,0,0,0,0,0,0,0,30,60,30,10,10,0,20,40,0,10,0,10,75,40,80,0,0,35,25,35,0,20,0,0,0,0,0,
1/12/2018 18:20,0,10,0,0,0,20,0,0,0,10,20,90,0,0,0,0,0,0,0,30,60,30,10,10,0,20,40,0,10,0,10,70,40,70,0,0,35,20,30,0,20,0,0,0,0,0,
1/12/2018 18:30,0,10,0,0,0,15,0,0,0,15,20,135,0,0,0,0,0,0,0,30,45,20,10,15,0,20,40,0,10,0,15,65,40,85,0,0,30,20,30,0,20,0,0,0,0,0,
1/12/2018 18:40,0,10,0,0,0,25,0,0,0,15,20,90,0,0,0,0,0,0,0,30,50,40,10,10,0,20,25,0,10,0,10,70,40,85,0,0,45,10,20,0,20,0,0,0,0,0,
1/12/2018 18:50,0,10,0,0,0,25,0,0,0,15,20,90,0,0,0,0,0,0,0,30,35,45,10,10,0,20,15,0,10,0,10,70,25,80,0,0,45,10,30,0,20,0,0,0,0,0,
1/12/2018 19:00,0,10,0,0,0,20,0,0,0,15,20,90,0,0,0,0,0,0,0,40,35,30,10,10,0,15,15,0,10,0,10,60,25,70,0,0,30,20,30,0,30,0,0,0,0,0,
1/12/2018 19:10,0,10,0,0,0,20,0,0,0,10,20,90,0,0,0,0,0,0,0,40,40,30,10,10,0,15,40,0,10,0,10,60,30,70,0,0,30,15,30,0,30,0,0,0,0,0,
1/12/2018 19:20,0,10,0,0,0,15,0,0,0,10,20,90,0,0,0,0,0,0,0,40,40,25,10,10,0,15,25,0,5,0,10,65,25,70,0,0,20,20,25,0,20,0,0,0,0,0,
1/12/2018 19:30,0,10,0,0,0,15,0,0,0,10,20,90,0,0,0,0,0,0,0,40,40,25,10,10,0,15,25,0,5,0,10,65,20,60,0,0,25,20,25,0,20,0,0,0,0,0,
1/12/2018 19:40,0,10,0,0,0,10,0,0,0,10,20,60,0,0,0,0,0,0,0,40,35,20,10,10,0,10,15,0,5,0,10,55,10,65,0,0,20,10,20,0,20,0,0,0,0,0,
1/12/2018 19:50,0,10,0,0,0,10,0,0,0,10,20,60,0,0,0,0,0,0,0,40,30,20,0,10,0,10,15,0,5,0,10,55,10,55,0,0,20,10,20,0,20,0,0,0,0,0,
1/12/2018 20:00,0,10,0,0,0,5,0,0,0,10,40,40,0,0,0,0,0,0,0,40,20,5,0,10,0,10,5,0,5,0,15,40,20,35,0,0,20,5,10,0,20,0,0,0,0,0,
1/12/2018 20:10,0,10,0,0,0,5,0,0,0,10,40,60,0,0,0,0,0,0,0,40,15,5,0,10,0,10,5,0,5,0,15,35,15,45,0,0,15,5,10,0,20,0,0,0,0,0,
1/12/2018 20:20,0,10,0,0,0,5,0,0,0,10,40,60,0,0,0,0,0,0,0,40,15,10,0,10,0,10,10,0,5,0,15,45,10,45,0,0,15,5,10,0,20,0,0,0,0,0,
1/12/2018 20:30,0,10,0,0,0,5,0,0,0,10,10,60,0,0,0,0,0,0,0,10,30,45,0,10,0,10,25,0,5,0,10,65,10,70,0,0,20,10,25,0,20,0,0,0,0,0,
1/12/2018 20:40,0,10,0,0,0,5,0,0,0,10,10,60,0,0,0,0,0,0,0,20,65,45,0,10,0,10,30,0,5,0,10,75,20,90,0,0,45,10,35,0,40,0,0,0,0,0,
1/12/2018 20:50,0,10,0,0,0,10,0,0,0,10,10,60,0,0,0,0,0,0,0,20,45,45,0,10,0,10,30,0,5,0,15,70,40,85,0,0,45,15,25,0,40,0,0,0,0,0,
1/12/2018 21:00,0,10,0,0,0,10,0,0,0,10,10,40,0,0,0,0,0,0,0,20,45,45,0,10,0,10,30,0,5,0,10,65,40,80,0,0,45,15,20,0,60,0,0,0,0,0,
1/12/2018 21:10,0,10,0,0,0,10,0,0,0,15,10,75,0,0,0,0,0,0,0,20,35,25,0,15,0,10,25,0,5,0,10,50,15,70,0,0,15,15,20,0,30,0,0,0,0,0,
1/12/2018 21:20,0,10,0,0,0,10,0,0,0,10,20,75,0,0,0,0,0,0,0,30,30,30,0,15,0,15,25,0,5,0,10,40,15,70,0,0,15,10,20,0,30,0,0,0,0,0,
1/12/2018 21:30,0,10,0,0,0,10,0,0,0,10,20,75,0,0,0,0,0,0,0,20,45,30,0,15,0,15,25,0,5,0,15,55,30,60,0,0,15,10,20,0,30,0,0,0,0,0,
1/12/2018 21:40,0,10,0,0,0,10,0,0,0,10,20,75,0,0,0,0,0,0,0,20,45,30,0,15,0,10,25,0,5,0,10,60,25,55,0,0,15,10,15,0,20,0,0,0,0,0,
1/12/2018 21:50,0,10,0,0,0,10,0,0,0,10,10,75,0,0,0,0,0,0,0,20,35,25,0,25,0,10,35,0,5,0,10,60,25,35,0,0,15,15,20,0,20,0,0,0,0,0,
1/12/2018 22:00,0,10,0,0,0,10,0,0,0,10,10,75,0,0,0,0,0,0,0,20,45,30,0,25,0,10,30,0,5,0,15,50,60,35,0,0,15,15,15,0,20,0,0,0,0,0,
1/12/2018 22:10,0,0,0,0,0,10,0,0,0,10,0,45,0,0,0,0,0,0,0,20,30,25,0,25,0,10,30,0,5,0,10,50,15,35,0,0,15,10,10,0,20,0,0,0,0,0,
1/12/2018 22:20,0,0,0,0,0,5,0,0,0,10,0,45,0,0,0,0,0,0,0,20,20,25,0,15,0,10,35,0,5,0,10,40,15,75,0,0,15,15,10,0,30,0,0,0,0,0,
1/12/2018 22:30,0,0,0,0,0,5,0,0,0,10,0,45,0,0,0,0,0,0,0,20,15,20,10,10,0,10,15,0,5,0,10,40,10,55,0,0,15,5,5,0,40,0,0,0,0,0,
1/12/2018 22:40,0,0,0,0,0,5,0,0,0,10,0,60,0,0,0,0,0,0,0,20,10,15,10,15,0,10,15,0,5,0,10,40,5,45,0,0,15,5,5,0,40,0,0,0,0,0,
1/12/2018 22:50,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,20,10,5,10,10,0,10,10,0,5,0,20,30,5,35,0,0,15,5,5,0,40,0,0,0,0,0,
1/12/2018 23:00,0,0,0,0,0,5,0,0,0,10,0,60,0,0,0,0,0,0,0,20,10,5,10,10,0,10,5,0,5,0,15,15,5,30,0,0,15,5,5,0,40,0,0,0,0,0,
1/12/2018 23:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1/12/2018 23:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1/12/2018 23:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1/12/2018 23:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1/12/2018 23:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1/13/2018 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1/13/2018 0:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1/13/2018 0:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1/13/2018 0:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1/13/2018 0:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1/13/2018 0:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
